Trading Day,Date,Close,Dividends,High,Low,Open,Volume,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2024-12-30 00:00:00+05:30,4.570000171661377,0.0,4.929999828338623,4.46999979019165,4.929999828338623,32336,0.0,2024-12-30,4.310000014305115,0.19767065026797662,4.507670664573092,4.112329364037138,4.7053413148410685,3.9146587137691617,104.84709438855093,-24.525390875905114,1261015,11110.941611398373,12193.729336554601,11.064690991664765,82.66723799265725,4.65666659673055,4.843333403269449,4.383333365122477,5.1166666348775225,4.196666558583577,5.303333441416422,3.923333326975504,,-31.85838019243546,-0.1367265046523496,-0.2397650405577715,0.10303853590542192,48.56374113722929,27.465447609552303,4.477999973297119,4.310000014305115,5.213000011444092,5.8967000055313115,TAAZAINT.BO,2025-07-25 12:09:39.548338
2,2024-12-23 00:00:00+05:30,4.699999809265137,0.0,4.800000190734863,4.360000133514404,4.650000095367432,75886,0.0,2024-12-23,4.294500017166138,0.1881341811273699,4.482634198293508,4.106365836038768,4.670768379420878,3.9182316549113985,117.38003300937761,-29.879577812210876,1293351,26816.855669998862,12464.426267843657,11.083677004798485,79.61639047308502,4.620000044504802,4.879999955495199,4.43999989827474,5.060000101725261,4.179999987284343,5.320000012715658,3.999999841054281,,-13.46156888106285,-0.159322631570042,-0.265524674534127,0.10620204296408498,51.68068860716382,27.919217192805398,4.439999961853028,4.294500017166138,5.246800012588501,5.9257000017166135,TAAZAINT.BO,2025-07-25 12:09:39.548338
3,2024-12-16 00:00:00+05:30,4.579999923706055,0.0,4.579999923706055,4.159999847412109,4.369999885559082,3647,0.0,2024-12-16,4.283500027656555,0.1685940477802928,4.4520940754368485,4.114905979876262,4.620688123217141,3.94631193209597,58.9769731429158,-47.18088973464849,1217465,1255.8841715951194,8876.318917304856,11.127774232604484,72.9055830422607,4.439999898274739,4.719999949137369,4.299999872843424,4.859999974568685,4.019999821980794,5.1400000254313145,3.8799997965494786,,-25.000017193644222,-0.1986415366821559,-0.2920751852751482,0.0934336485929923,48.86771430399683,28.81177828727893,4.4220000267028805,4.283500027656555,5.273800020217895,5.953500003814697,TAAZAINT.BO,2025-07-25 12:09:39.548338
4,2024-12-09 00:00:00+05:30,4.369999885559082,0.0,4.369999885559082,3.9800000190734863,3.9800000190734863,8091,0.0,2024-12-09,4.28950002193451,0.1813538250126781,4.470853846947188,4.108146196921831,4.652207671959866,3.9267923719091535,-21.457866613445155,-65.96863305412171,1213818,2658.4713208267203,10781.42760373229,11.129948697373713,72.71871289197253,4.239999930063884,4.499999841054281,4.1099999745686855,4.6299997965494795,3.850000063578288,4.889999707539877,3.72000010808309,,-45.19232466552057,-0.2341537592451468,-0.3154335974233963,0.08127983817824946,43.525099432811636,30.52977518103511,4.40600004196167,4.28950002193451,5.307800025939941,5.982400002479554,TAAZAINT.BO,2025-07-25 12:09:39.548338
5,2024-12-02 00:00:00+05:30,4.170000076293945,0.0,4.170000076293945,4.170000076293945,4.170000076293945,27871,0.0,2024-12-02,4.2970000267028805,0.18784371845668915,4.484843745159569,4.109156308246192,4.672687463616259,3.921312589789502,-39.658829999675945,-74.40970393922287,1205727,8738.501538319675,12812.166674458682,11.134932818719147,73.10795432738433,4.170000076293945,4.170000076293945,4.170000076293945,4.170000076293945,4.170000076293945,4.170000076293945,4.170000076293945,,-64.42307185315619,-0.2553905592356358,-0.33575355696795867,0.08036299773232286,37.775375924140086,32.539674522477426,4.390000057220459,4.2970000267028805,5.345600032806397,6.012700004577637,TAAZAINT.BO,2025-07-25 12:09:39.548338
6,2024-11-25 00:00:00+05:30,4.380000114440918,0.0,4.840000152587891,4.380000114440918,4.610000133514404,62240,0.0,2024-11-25,4.321500015258789,0.20184085476008476,4.523340870018874,4.1196591604987045,4.725181724778959,3.9178183057386198,115.07433276298528,-48.877683881279076,1233598,20497.082948368006,13830.582958493433,11.15266723470143,73.86415649353188,4.533333460489909,4.6866668065389,4.226666768391928,4.993333498636882,4.0733334223429365,5.146666844685873,3.766666730244955,0.19021289128112845,-44.23076438127983,-0.25901359377711053,-0.35584430640103937,0.09683071262392884,41.93838974900923,33.783301417606914,4.416000080108643,4.321500015258789,5.386000032424927,6.045800004005432,TAAZAINT.BO,2025-07-25 12:09:39.548338
7,2024-11-18 00:00:00+05:30,4.610000133514404,0.0,4.699999809265137,4.510000228881836,4.699999809265137,32009,0.0,2024-11-18,4.347500014305115,0.23971199434546892,4.587212008650583,4.107788019959646,4.826924002996052,3.868076025614177,194.47305248984884,-45.800239811765984,1295838,11094.849034397601,12163.95796102479,11.191397746046944,80.80346951578466,4.606666723887126,4.703333218892416,4.513333638509115,4.796666304270427,4.416667143503825,4.893332799275717,4.323334058125814,0.2498986285518873,-9.999965561755323,-0.280409549427608,-0.38005198455702155,0.09964243512941356,47.232100064616326,35.932325212693584,4.378000068664551,4.347500014305115,5.42040002822876,6.075700001716614,TAAZAINT.BO,2025-07-25 12:09:39.548338
8,2024-11-11 00:00:00+05:30,4.5,0.0,4.5,4.099999904632568,4.289999961853027,7536,0.0,2024-11-11,4.374500012397766,0.2948947210900359,4.669394733487802,4.07960529130773,4.9642894545778375,3.784710570217694,116.9428237950008,-66.72996488094765,1263829,2549.774399523995,12431.235192681585,11.210810774775451,73.58524127443535,4.3666666348775225,4.633333365122477,4.233333269755045,4.766666730244954,3.966666539510091,5.033333460489908,3.8333331743876133,,-9.09092879491828,-0.3262057437763515,-0.40496259333937495,0.07875684956302348,44.09843517738472,37.55860072853404,4.296000003814697,4.374500012397766,5.44620002746582,6.103099999427795,TAAZAINT.BO,2025-07-25 12:09:39.548338
9,2024-11-04 00:00:00+05:30,4.289999961853027,0.0,4.510000228881836,4.090000152587891,4.300000190734863,5720,0.0,2024-11-04,4.420500016212463,0.3760805599384219,4.796580576150885,4.044419456274041,5.172661136089307,3.6683388963356194,78.90856079615959,-75.52437756350132,1256293,1845.0225135255039,14901.600390970982,11.215474367831971,68.89806674362002,4.296666781107585,4.503333409627279,4.083333333333334,4.71666685740153,3.8766667048136396,4.9233334859212246,3.6633332570393886,,-39.5061851946805,-0.36906289242557655,-0.4246518057301308,0.05558891330455423,37.520963431398485,38.19514184650457,4.2,4.420500016212463,5.48080002784729,6.133400001525879,TAAZAINT.BO,2025-07-25 12:09:39.548338
10,2024-10-28 00:00:00+05:30,4.300000190734863,0.0,4.389999866485596,4.190000057220459,4.190000057220459,4608,0.0,2024-10-28,4.491000008583069,0.4706087682016523,4.961608776784721,4.020391240381417,5.432217544986374,3.549782472179764,93.85615855171196,-79.9873884729134,1262013,1489.804555996134,18165.74486033235,11.219129301174414,51.51677990990744,4.293333371480306,4.396666685740152,4.196666876475016,4.493333180745442,4.093333562215169,4.596666495005289,3.996667067209879,,-46.80847502121038,-0.39765934576616147,-0.4385490340562693,0.04088968829010786,37.71719570843789,38.880647665857445,4.142000007629394,4.491000008583069,5.513000030517578,6.165100002288819,TAAZAINT.BO,2025-07-25 12:09:39.548338
11,2024-10-21 00:00:00+05:30,4.190000057220459,0.0,4.400000095367432,4.070000171661377,4.400000095367432,19315,0.0,2024-10-21,4.5754999876022335,0.5747170502921962,5.150217037894429,4.000782937310038,5.724934088186626,3.426065887017841,51.55877125031126,-90.38681951090636,1257405,6084.9511236542,22334.7299364164,11.22207224850561,48.28061742644271,4.220000108083089,4.370000044504801,4.040000120798746,4.550000031789144,3.890000184377034,4.6999999682108555,3.7100001970926915,,-63.88888459637396,-0.4292312010577559,-0.44877145612879626,0.019540255071040347,34.20227663064401,38.92391544970859,4.111999988555908,4.5754999876022335,5.557600030899048,6.195700001716614,TAAZAINT.BO,2025-07-25 12:09:39.548338
