Trading Day,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2025-07-29 00:00:00+05:30,1154.3499755859375,1180.300048828125,1085.75,1094.0,143370,0.0,0.0,2025-07-29,886.1799926757812,104.21822557686723,990.3982182526485,781.961767098914,1094.6164438295157,677.7435415220468,147.1083094210349,388.8916344742248,3612035,386803.80263512145,603259.2449249453,659.6559653742119,96.83536668373448,1140.1333414713542,1194.5166829427085,1099.9666341145835,1234.6833902994792,1045.5832926432292,1289.0667317708335,1005.4165852864585,0.277198013298538,-6.412174090874951,66.28828956914708,36.75414839904239,29.53414117010469,83.42010138825346,37.68314513025214,1024.7599853515626,886.1799926757812,814.3039990234375,684.7214996337891,SHARDACROP.BO,2025-07-29 12:12:09.439912
2,2025-07-28 00:00:00+05:30,1089.3499755859375,1158.949951171875,1049.8499755859375,1090.300048828125,669935,0.0,0.0,2025-07-28,868.7399932861329,84.25222742161743,952.9922207077503,784.4877658645154,1037.2444481293678,700.235538442898,195.63846572857332,422.11185255861324,3468665,1705670.1423621934,657373.1054974012,653.1832393734794,95.67967595943861,1099.38330078125,1148.9166259765625,1039.816650390625,1208.4832763671875,990.2833251953125,1258.0166015625,930.7166748046875,0.2629668083549947,-18.155727147120928,52.236692600086144,29.370613106516213,22.86607949356993,80.53459756271295,35.069678600725055,969.4799926757812,868.7399932861329,803.5429992675781,678.1864999389649,SHARDACROP.BO,2025-07-29 12:12:09.439912
3,2025-07-25 00:00:00+05:30,1088.3499755859375,1090.25,876.75,908.5499877929688,685626,0.0,0.0,2025-07-25,854.842495727539,67.13169212222952,921.9741878497686,787.7108036053095,989.1058799719981,720.5791114830799,209.70840091193227,370.50047830902605,2798730,1744017.3528279313,395298.8462812032,624.7794275106509,88.22819193350387,1018.4499918619791,1160.1499837239583,946.6499837239583,1231.949991861979,804.9499918619791,1373.6499837239583,733.1499837239583,0.5343790618396368,-0.6038532549300457,39.85644053212047,23.654093233123728,16.202347298996745,80.48608142362016,32.3691719500866,925.3099975585938,854.842495727539,794.3519995117188,672.2450003051758,SHARDACROP.BO,2025-07-29 12:12:09.439912
4,2025-07-24 00:00:00+05:30,908.5499877929688,919.4500122070312,877.7000122070312,880.5,47453,0.0,0.0,2025-07-24,839.9299957275391,40.29157891391453,880.2215746414537,799.6384168136245,920.5131535553681,759.3468378997101,127.9765842478933,188.01455444914757,2113104,100764.47637594969,58119.219644521174,591.6778669567962,50.38936136707212,901.9000040690104,926.0999959309895,884.3499959309895,943.6500040690104,860.1500040690104,967.8499959309895,842.5999959309895,0.09317958452146952,-7.577352547204115,23.50056567946558,19.60350640837454,3.8970592710910417,66.57838065437251,29.885723292159412,875.55,839.9299957275391,785.2830004882812,666.5535006713867,SHARDACROP.BO,2025-07-29 12:12:09.439912
5,2025-07-23 00:00:00+05:30,883.2000122070312,887.7000122070312,864.75,877.9500122070312,8293,0.0,0.0,2025-07-23,833.1174957275391,39.59115187787231,872.7086476054114,793.5263438496668,912.2997994832838,753.9351919717944,113.7541764661982,151.13076367579657,2065651,17118.499062176237,47457.90546166405,590.1040845200047,49.74444848086607,878.5500081380209,892.3500162760417,869.4000040690105,901.5000203450521,855.5999959309896,915.300028483073,846.4499918619792,0.016829194601218164,-28.14688706437813,19.91159492076099,18.629241590601776,1.2823533301592143,63.138988546572186,29.241245445420933,853.6900024414062,833.1174957275391,779.3700012207031,662.870500793457,SHARDACROP.BO,2025-07-29 12:12:09.439912
6,2025-07-22 00:00:00+05:30,877.9500122070312,883.1500244140625,861.5,868.5499877929688,10191,0.0,0.0,2025-07-22,829.6024963378907,37.999383726669194,867.6018800645599,791.6031126112215,905.601263791229,753.6037288845523,130.22939680543848,151.6341894987506,2057358,20911.324547644545,55042.757061536,589.8494627333533,63.044595165570364,874.2000122070312,886.9000244140625,865.25,895.8500366210938,852.5499877929688,908.550048828125,843.5999755859375,0.018590527293768574,-31.65273013616444,17.511522455265435,18.30865325806197,-0.7971308027965343,62.39477241491533,29.249758261322842,836.7599975585938,829.6024963378907,773.2210009765626,659.3265005493164,SHARDACROP.BO,2025-07-29 12:12:09.439912
7,2025-07-21 00:00:00+05:30,868.5,878.2999877929688,831.0,848.9000244140625,36339,0.0,0.0,2025-07-21,825.4999969482421,36.91874036080686,862.418737309049,788.5812565874353,899.3374776698558,751.6625162266284,108.79572970228436,124.7503172621876,2047167,73762.85984796956,63575.615190008866,589.54157039551,65.53511618166584,859.2666625976562,887.5333251953125,840.2333374023438,906.566650390625,811.9666748046875,934.8333129882812,792.933349609375,0.007343030994778617,-37.963255816986646,14.69042176148298,18.507935958761102,-3.817514197278122,61.081434514257566,29.368403171827048,820.4799926757812,825.4999969482421,766.9500012207031,655.8635006713868,SHARDACROP.BO,2025-07-29 12:12:09.439912
8,2025-07-18 00:00:00+05:30,839.5499877929688,845.0,788.5999755859375,799.0,55550,0.0,0.0,2025-07-18,822.4099975585938,35.696344826888726,858.1063423854825,786.713652731705,893.8026872123712,751.0173079048163,-2.324090498425568,54.37570640359006,2010828,108999.76824195038,61028.80402551869,588.4744618308472,64.36774955853636,824.3833211263021,860.1666666666667,803.7666422526042,880.7833455403646,767.9832967122396,916.5666910807292,747.3666178385417,-0.01935809601656377,-57.29548433587229,11.786658866931475,19.46231450808063,-7.675655641149156,56.78844061468264,29.608953738660784,802.9199951171875,822.4099975585938,760.8010009765625,652.7015005493164,SHARDACROP.BO,2025-07-29 12:12:09.439912
9,2025-07-17 00:00:00+05:30,799.25,800.75,782.5499877929688,798.5499877929688,16524,0.0,0.0,2025-07-17,820.1549987792969,35.97998915459836,856.1349879338952,784.1750096246985,892.1149770884936,748.1950204701002,-88.57547488731038,0.45981134229778875,1955278,30866.88350408069,49036.06297141077,586.9976279803403,61.77907989087422,794.1833292643229,805.816670735677,787.6166585286458,812.3833414713541,775.9833170572916,824.0166829427083,769.4166463216145,-0.08454739368376582,-84.20699538292989,10.741514259191717,21.381228418367918,-10.6397141591762,49.60248819598934,30.710553418319687,800.4900024414062,820.1549987792969,754.5260009765625,649.7325009155273,SHARDACROP.BO,2025-07-29 12:12:09.439912
10,2025-07-16 00:00:00+05:30,798.5499877929688,808.0,788.0,801.9500122070312,14933,0.0,0.0,2025-07-16,819.425,36.56973082388259,855.9947308238825,782.8552691761174,892.5644616477651,746.2855383522348,-103.92185494629945,13.044061607990153,1938754,27870.459185783377,53578.35783824329,586.6256035382931,62.331951710149106,798.1833292643229,808.3666585286458,788.3666585286458,818.1833292643229,778.1833292643229,828.3666585286458,768.3666585286458,-0.12130903121719361,-82.84874087313979,13.20960042648096,24.041156958161963,-10.831556531681002,49.466947959915984,32.78703837887307,808.2,819.425,749.1620007324219,646.906501159668,SHARDACROP.BO,2025-07-29 12:12:09.439912
