Trading Day,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2025-07-18 00:00:00+05:30,201.1999969482422,207.0,199.5,205.64999389648438,29371,0.0,0.0,2025-07-18,208.63999938964844,4.725312662006301,213.36531205165474,203.91468672764213,218.09062471366104,199.18937406563583,-163.28276508447703,-36.65290734410999,3517436,23741.36344213466,17530.935907306954,252.5163575297918,52.080715953960045,202.56666564941406,205.63333129882812,198.13333129882812,210.06666564941406,195.06666564941406,213.13333129882812,190.63333129882812,0.014235641219983658,-91.68705524727076,1.1801456797845162,2.83328693576039,-1.6531412559758736,44.817605821721074,18.416124732823477,205.8499969482422,208.63999938964844,199.75299987792968,184.7220004272461,PRECAM.BO,2025-07-21 02:31:41.926309
2,2025-07-17 00:00:00+05:30,204.64999389648438,210.1999969482422,203.5500030517578,209.85000610351562,13032,0.0,0.0,2025-07-17,208.6449996948242,4.717071042454562,213.36207073727877,203.92792865236964,218.07914177973333,199.21085760991508,-119.30917708016591,-0.13961166947045273,3546807,10714.743049401884,15978.329023600027,252.60481560553634,58.27064585969827,206.13333129882812,208.71665954589844,202.06666564941406,212.7833251953125,199.48333740234375,215.3666534423828,195.4166717529297,0.06863248438765138,-89.47374996096067,1.9235550211652992,3.246572249754358,-1.323017228589059,48.04953854759661,19.595547671186473,207.60999755859376,208.6449996948242,198.82299987792967,184.90500045776366,PRECAM.BO,2025-07-21 02:31:41.926309
3,2025-07-16 00:00:00+05:30,209.0,214.3000030517578,206.5500030517578,206.5500030517578,16630,0.0,0.0,2025-07-16,208.1775001525879,5.527549056206257,213.70504920879415,202.64995109638164,219.2325982650004,197.1224020401754,-38.45207656114175,31.97223142590817,3559839,13963.602865210814,17294.22551714956,252.6415217317723,55.43814532700322,209.95000203450522,213.35000101725262,205.60000101725262,217.70000203450522,202.20000203450522,221.10000101725262,197.85000101725262,0.07421792274925657,-64.03510415690684,2.506427053921925,3.5773265569016224,-1.0708995029796973,52.480490308259,20.602544687991752,209.6199981689453,208.1775001525879,197.81200012207032,184.92300048828125,PRECAM.BO,2025-07-21 02:31:41.926309
4,2025-07-15 00:00:00+05:30,207.1999969482422,211.10000610351562,203.6999969482422,203.6999969482422,6526,0.0,0.0,2025-07-15,207.74500045776367,5.791891837893895,213.53689229565757,201.95310861986977,219.32878413355147,196.16121678197587,-116.21742659339048,19.12246500905301,3543209,5432.450371331416,18126.881180134245,252.68419066106014,56.014523317861396,207.33333333333334,210.9666697184245,203.56666056315106,214.73334248860678,199.9333241780599,218.36667887369794,196.16665140787762,0.06878864262745767,-74.5614434286785,2.7862940242425225,3.845051432646547,-1.0587574084040243,50.73488578126415,21.088793084301333,211.3299987792969,207.74500045776367,196.75900024414062,185.01000045776368,PRECAM.BO,2025-07-21 02:31:41.926309
5,2025-07-14 00:00:00+05:30,207.1999969482422,210.64999389648438,206.5500030517578,209.6999969482422,5115,0.0,0.0,2025-07-14,207.54750061035156,5.878157994110266,213.42565860446183,201.6693426162413,219.3038165985721,195.79118462213103,-133.9932249579721,26.96157333393958,3549735,4257.889005418357,21300.488882334954,252.70164863501836,61.120108463924005,208.13333129882812,209.71665954589844,205.61666870117188,212.2333221435547,204.03334045410156,213.816650390625,201.5166778564453,0.0019209103380646913,-70.83333333333333,3.2796650061254695,4.109740784747553,-0.8300757786220831,50.73488578126415,22.126497516660944,212.01000061035157,207.54750061035156,195.65500030517578,185.0940005493164,PRECAM.BO,2025-07-21 02:31:41.926309
6,2025-07-11 00:00:00+05:30,210.0,215.1999969482422,208.75,214.75,29652,0.0,0.0,2025-07-11,207.71500091552736,5.915346774288033,213.63034768981538,201.79965414123933,219.54569446410343,195.88430736695128,-22.05884389924957,46.31189213207513,3554850,25016.82782123692,25561.1388515641,252.71534135550138,62.92538186006162,211.31666564941406,213.88333129882812,207.43333435058594,217.76666259765625,204.86666870117188,220.3333282470703,200.98333740234375,0.07000978634704859,-49.87467904910577,3.861637475261574,4.317259729403073,-0.45562225414149893,53.364184597641376,22.673605806187897,212.2300018310547,207.71500091552736,194.69500030517577,185.29500061035156,PRECAM.BO,2025-07-21 02:31:41.926309
7,2025-07-10 00:00:00+05:30,214.6999969482422,218.64999389648438,212.0,216.0500030517578,9388,0.0,0.0,2025-07-10,207.46250076293944,5.920455713805189,213.38295647674462,201.54204504913426,219.3034121905498,195.62158933532908,75.23651822314179,67.50831086188126,3584502,8097.744551132119,25697.216609145897,252.78998848366692,68.32262385488603,215.11666361490884,218.2333272298177,211.58333333333331,221.76665751139322,208.46666971842447,224.88332112630206,204.93333943684894,0.10053411234490985,-22.875820035357844,4.272471056023932,4.431165292938447,-0.15869423691451523,58.05358652468427,22.803038207795446,212.86000061035156,207.46250076293944,193.6170004272461,185.6960006713867,PRECAM.BO,2025-07-21 02:31:41.926309
8,2025-07-09 00:00:00+05:30,217.5500030517578,219.9499969482422,209.14999389648438,211.64999389648438,60650,0.0,0.0,2025-07-09,207.1700012207031,5.683849796698351,212.85385101740147,201.48615142400476,218.53770081409982,195.8023016273064,98.45120626710168,71.54680897934753,3593890,53008.90733477859,30097.084623649338,252.81107474298898,70.89495954100997,215.54999796549478,221.9500020345052,211.14999898274738,226.3500010172526,204.74999491373697,232.750005086263,200.34999593098956,0.06562123615629385,-8.602130543070812,4.270849637157539,4.470838852167076,-0.1999892150095368,61.075609107173996,22.2280480844294,212.12000122070313,207.1700012207031,192.4220004272461,186.0615007019043,PRECAM.BO,2025-07-21 02:31:41.926309
9,2025-07-08 00:00:00+05:30,210.60000610351562,210.89999389648438,206.60000610351562,209.5,21284,0.0,0.0,2025-07-08,207.28250122070312,5.917575094388773,213.2000763150919,201.36492612631434,219.11765140948066,195.4473510319256,-8.590651446440654,45.121570392972906,3533240,18008.211515610998,24369.12894586702,252.93763515938528,64.5026113155225,209.36666870117188,212.13333129882812,207.83334350585938,213.66665649414062,205.06668090820312,216.43331909179688,203.53335571289062,-0.005037791792860543,-30.524325198550017,3.9233814673966663,4.52083615591946,-0.5974546885227934,55.87426123776063,21.60882795157366,211.86000061035156,207.28250122070312,191.2900003051758,186.48800079345702,PRECAM.BO,2025-07-21 02:31:41.926309
10,2025-07-07 00:00:00+05:30,208.3000030517578,215.35000610351562,206.85000610351562,215.35000610351562,8220,0.0,0.0,2025-07-07,207.72500076293946,6.482617249600263,214.2076180125397,201.2423835133392,220.69023526214,194.75976626373892,17.284052720343045,50.88363636931684,3511956,6878.916649098362,25959.358303431025,252.99102993160423,65.66646197461047,210.1666717529297,213.48333740234375,204.98333740234375,218.6666717529297,201.6666717529297,221.98333740234375,196.48333740234375,-0.05459645564598489,-39.138569822683706,4.103541139387289,4.6701998280501575,-0.5666586886628684,53.98472853900656,22.153714735184582,212.5799987792969,207.72500076293946,190.3300003051758,187.25000061035155,PRECAM.BO,2025-07-21 02:31:41.926309
