Trading Day,Date,Close,Dividends,High,Low,Open,Volume,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2025-07-18 00:00:00+05:30,17.06999969482422,0.0,17.5,17.030000686645508,17.5,4089,0.0,2025-07-18,17.50999994277954,0.25536360368260147,17.76536354646214,17.25463633909694,18.020727150144744,16.999272735414337,-68.5415367125429,-114.30341632898939,-16623,1292.57831022475,3891.6026387494467,46.24700397788939,69.57473394728537,17.200000127156574,17.36999956766764,16.90000025431315,17.669999440511067,16.730000813802082,17.839998881022133,16.430000940958656,-0.14006881099908938,-29.857823439640896,-0.07299784758721017,-0.02232473155756466,-0.05067311602964551,43.0434567388278,23.798425927764978,17.349999618530273,17.50999994277954,17.731399936676027,17.07249997138977,ANMOL.BO,2025-07-21 02:34:58.078801
2,2025-07-17 00:00:00+05:30,17.299999237060547,0.0,17.639999389648438,17.280000686645508,17.639999389648438,3698,0.0,2025-07-17,17.51599998474121,0.24570845206852715,17.761708436809737,17.270291532672683,18.007416888878264,17.024583080604156,-32.28623450315328,-65.51442805454494,-12534,1184.72957738241,4541.35872088062,46.253302481582786,72.82083776205693,17.406666437784832,17.533332188924156,17.173333485921226,17.76666514078776,17.046667734781902,17.893330891927086,16.813334782918297,-0.13405576265550836,-24.407597665170393,-0.041844552070767094,-0.009656452550153283,-0.032188099520613814,46.05995156642731,21.101363982208312,17.46199951171875,17.51599998474121,17.69999994277954,17.077999982833862,ANMOL.BO,2025-07-21 02:34:58.078801
3,2025-07-16 00:00:00+05:30,17.3799991607666,0.0,17.59000015258789,17.34000015258789,17.520000457763672,3712,0.0,2025-07-16,17.500500011444093,0.268749065430835,17.769249076874928,17.231750946013257,18.037998142305764,16.96300188058242,-24.91229853361996,-59.95194124878298,-8836,1194.7140163845531,5380.516006755173,46.25895613784306,72.09967983199921,17.43666648864746,17.53333282470703,17.28333282470703,17.68666648864746,17.18666648864746,17.78333282470703,17.03333282470703,-0.1395301647433814,-22.511864995883606,-0.023976355121160253,-0.00160942766999983,-0.022366927451160423,47.12664452865075,18.364603135042003,17.5379997253418,17.500500011444093,17.664399967193603,17.076699991226196,ANMOL.BO,2025-07-21 02:34:58.078801
4,2025-07-15 00:00:00+05:30,17.3799991607666,0.0,17.809999465942383,17.329999923706055,17.760000228881836,15319,0.0,2025-07-15,17.524000072479247,0.2780458254061449,17.802045897885392,17.2459542470731,18.080091723291538,16.967908421666955,-9.186094807060364,-47.16226095241791,-5124,4930.448280440455,6426.966504347827,46.264617735186114,73.61051343152961,17.50666618347168,17.683332443237305,17.203332901000977,17.986665725708008,17.02666664123535,18.163331985473633,16.72333335876465,-0.1630546324480264,-22.511864995883606,-0.00861515067762042,0.003982304192790276,-0.012597454870410696,47.12664452865075,15.457162818297874,17.563999938964844,17.524000072479247,17.62779998779297,17.079800004959107,ANMOL.BO,2025-07-21 02:34:58.078801
5,2025-07-14 00:00:00+05:30,17.6200008392334,0.0,17.770000457763672,14.109999656677246,14.109999656677246,4729,0.0,2025-07-14,17.582500076293947,0.3577983226190339,17.94029839891298,17.224701753674914,18.298096721532016,16.866903431055878,-251.2339972427392,-241.19017111616108,10195,1543.055258680279,6801.096060324669,46.28800600377072,71.80309556737245,16.500000317891438,18.89000097910563,15.230000178019203,20.160001118977863,12.839999516805012,22.550001780192055,11.569999376932778,-0.16164945321811788,-16.824621790191213,0.011182378506575219,0.00713166791039295,0.004050710596182269,50.12969699861373,12.326073246419583,17.6560001373291,17.582500076293947,17.597600002288818,17.083700017929075,ANMOL.BO,2025-07-21 02:34:58.078801
6,2025-07-11 00:00:00+05:30,17.6299991607666,0.0,17.81999969482422,17.549999237060547,17.790000915527344,9843,0.0,2025-07-11,17.639000034332277,0.4430859494367326,18.08208598376901,17.195914084895545,18.52517193320574,16.752828135458813,13.05240017502065,-27.953205039473495,14924,3213.557069248636,8115.606260735766,46.29517364695165,73.98743673155947,17.66666603088379,17.78333282470703,17.51333236694336,17.93666648864746,17.396665573120117,18.053333282470703,17.243331909179688,-0.13590508164600373,-46.97992419248095,0.012723256196327526,0.0061189902613473825,0.0066042659349801434,50.25359594700496,8.871005795236645,17.763999938964844,17.639000034332277,17.570599994659425,17.106400003433226,ANMOL.BO,2025-07-21 02:34:58.078801
7,2025-07-10 00:00:00+05:30,17.68000030517578,0.0,17.81999969482422,17.5,17.649999618530273,110638,0.0,2025-07-10,17.641000080108643,0.44313345954459665,18.08413353965324,17.197866620564046,18.52726699919784,16.75473316101945,16.033774290361045,-31.102759061294563,24767,36223.70136600084,9341.118558607548,46.31009876344227,78.52371689622464,17.666666666666668,17.833333333333336,17.513333638509117,17.986666361490887,17.34666697184245,18.153333028157554,17.193333943684898,-0.11732829741391133,-43.62414217302087,0.01351858678150819,0.004467923777602346,0.009050663003905845,50.83695696926484,9.21292530660828,17.71800003051758,17.641000080108643,17.547000026702882,17.132400007247924,ANMOL.BO,2025-07-21 02:34:58.078801
8,2025-07-09 00:00:00+05:30,17.510000228881836,0.0,17.920000076293945,17.459999084472656,17.850000381469727,12232,0.0,2025-07-09,17.651000022888184,0.44630515653703856,18.097305179425224,17.204694866351144,18.54361033596226,16.758389709814107,1.424425255033043,-40.31992513904737,-85871,3966.339311105249,2620.472856759224,46.47864225223317,55.170637061469456,17.62999979654948,17.800000508626304,17.339999516805015,18.09000078837077,17.16999880472819,18.260001500447594,16.879998524983726,-0.27328012740694735,-55.033545019195095,0.009407668736152175,0.002205258026625884,0.007202410709526291,48.96662459131691,9.581146318854657,17.65200004577637,17.651000022888184,17.517800006866455,17.171500005722045,ANMOL.BO,2025-07-21 02:34:58.078801
9,2025-07-08 00:00:00+05:30,17.84000015258789,0.0,18.329999923706055,17.799999237060547,18.329999923706055,3804,0.0,2025-07-08,17.69000005722046,0.4669384444726855,18.156938501693144,17.223061612747774,18.62387694616583,16.75612316827509,152.2683072457659,14.330049488753605,-73639,1256.728899637863,2284.006243172718,46.49750883235924,59.63529655452352,17.989999771118164,18.18000030517578,17.649999618530273,18.520000457763672,17.459999084472656,18.71000099182129,17.119998931884766,-0.21611554152175713,-32.88589573073865,0.02074433922618013,0.0004046553492443113,0.02033968387693582,52.57168251719696,9.977692024350754,17.65,17.69000005722046,17.49960000991821,17.204900007247925,ANMOL.BO,2025-07-21 02:34:58.078801
10,2025-07-07 00:00:00+05:30,18.15999984741211,0.0,18.299999237060547,17.450000762939453,17.790000915527344,10862,0.0,2025-07-07,17.69050006866455,0.4671128446174549,18.157612913282005,17.223387224047098,18.624725757899462,16.75627437942964,213.45953527931147,14.675527426426152,-69835,3652.8503396776127,2540.8255790564313,46.50331426360665,50.78377575299104,17.96999994913737,18.48999913533529,17.640000661214195,18.819998423258465,17.120001475016277,19.339997609456383,16.7900021870931,-0.1955949284794772,-26.666652538152288,0.0024444121518136797,-0.004680265619989644,0.007124677771803324,56.304221870927705,10.289178592124173,17.504000091552733,17.69050006866455,17.46060001373291,17.24699999809265,ANMOL.BO,2025-07-21 02:34:58.078801
11,2025-07-04 00:00:00+05:30,17.399999618530273,0.0,17.790000915527344,17.389999389648438,17.790000915527344,2553,0.0,2025-07-04,17.661000061035157,0.45435779266626203,18.11535785370142,17.206642268368896,18.56971564636768,16.752284475702634,13.392779004720289,-41.00334720819527,-80697,822.6333152982954,2262.8193889011354,46.51971892491261,52.52862944804129,17.52666664123535,17.663333892822266,17.26333236694336,17.926668167114258,17.126665115356445,18.063335418701172,16.863330841064453,-0.28553345764186855,-75.1111348470052,-0.052537197943536285,-0.006461435062940475,-0.04607576288059581,48.19225565181429,10.68943555222363,17.420000076293945,17.661000061035157,17.422200012207032,17.28619999885559,ANMOL.BO,2025-07-21 02:34:58.078801
12,2025-07-03 00:00:00+05:30,17.350000381469727,0.0,17.56999969482422,17.34000015258789,17.469999313354492,1680,0.0,2025-07-03,17.682500076293945,0.45152220793124664,18.134022284225193,17.230977868362697,18.585544492156437,16.779455660431452,-43.186607454895,-43.058640323124166,-83250,539.7777896457268,2622.8659073018457,46.52368082864514,62.86363129799525,17.420000076293945,17.5,17.270000457763672,17.649999618530273,17.190000534057617,17.729999542236328,17.040000915527344,-0.24581295125936306,-80.75470557370537,-0.04728579441901459,0.005057505657208477,-0.05234330007622307,47.597954427420014,10.700753487496867,17.438000106811522,17.682500076293945,17.420400009155273,17.33630000114441,ANMOL.BO,2025-07-21 02:34:58.078801
13,2025-07-02 00:00:00+05:30,17.5,0.0,17.670000076293945,17.40999984741211,17.40999984741211,3064,0.0,2025-07-02,17.685000038146974,0.4497191665356106,18.134719204682586,17.235280871611362,18.584438371218194,16.785561705075754,27.36022841136573,-22.182138221127765,-81570,992.9629629629666,3143.637936715875,46.52629302192353,56.73306975977648,17.52666664123535,17.643333435058594,17.383333206176758,17.786666870117188,17.266666412353516,17.90333366394043,17.123332977294922,-0.2428311957241324,-75.0943417954847,-0.03492178785637279,0.018143330676264245,-0.05306511853263703,49.169190984132406,10.112507973232939,17.506000137329103,17.685000038146974,17.418199996948243,17.38619999885559,ANMOL.BO,2025-07-21 02:34:58.078801
14,2025-07-01 00:00:00+05:30,17.110000610351562,0.0,17.899999618530273,16.84000015258789,17.670000076293945,25117,0.0,2025-07-01,17.675500011444093,0.45579858496884884,18.131298596412943,17.219701426475243,18.58709718138179,16.763902841506397,-97.07244420097231,-43.061537314647836,-84634,7958.368246855587,3681.3066801541017,46.53103387032081,53.61868895198794,17.28333346048991,17.72666676839193,16.666667302449547,18.343332926432293,16.223333994547527,18.786666234334312,15.606667836507164,-0.25907955368234625,-89.81130201394453,-0.033335684493447815,0.031409610309423505,-0.06474529480287132,44.76731165474827,9.612840692351284,17.544000244140626,17.675500011444093,17.414799995422364,17.428499994277953,ANMOL.BO,2025-07-21 02:34:58.078801
15,2025-06-30 00:00:00+05:30,17.739999771118164,0.0,18.0,17.290000915527344,17.709999084472656,14442,0.0,2025-06-30,17.692000007629396,0.43994737034902764,18.131947377978424,17.252052637280368,18.571894748327452,16.81210526693134,-0.38487630525991573,3.9848917488561617,-59517,4744.464383231286,2612.04128847873,46.5704780817818,65.34609170435239,17.676666895548504,18.063332875569664,17.353333791097008,18.38666598002116,16.966667811075848,18.77333196004232,16.64333470662435,-0.23418243530162194,-69.72110918012133,0.0076091253758718835,0.04759593401014133,-0.03998680863426945,51.45064624811462,9.074737466786425,17.588000106811524,17.692000007629396,17.420599975585937,17.481499986648558,ANMOL.BO,2025-07-21 02:34:58.078801
16,2025-06-27 00:00:00+05:30,17.489999771118164,0.0,17.8799991607666,17.420000076293945,17.510000228881836,5875,0.0,2025-06-27,17.69099998474121,0.43985524339946436,18.130855228140675,17.251144741341747,18.57071047154014,16.811289497942283,-27.66635755305111,-0.623067676806585,-73959,1902.8471973207327,2078.9355147905912,46.59271997219785,65.59556749159886,17.59666633605957,17.773332595825195,17.31333351135254,18.056665420532227,17.136667251586914,18.23333168029785,16.853334426879883,-0.2722553954462527,-79.68126763442437,-0.002129772145352149,0.05759263616870869,-0.05972240831406084,48.62444219381319,9.354322680163337,17.506000137329103,17.69099998474121,17.406399993896486,17.526399984359742,ANMOL.BO,2025-07-21 02:34:58.078801
17,2025-06-26 00:00:00+05:30,17.690000534057617,0.0,17.719999313354492,17.530000686645508,17.610000610351562,2549,0.0,2025-06-26,17.68450002670288,0.44392356968134167,18.128423596384224,17.24057645702154,18.572347166065565,16.796652887340198,-20.91099426679201,6.494081170742868,-68084,835.033543728019,2122.957594158056,46.6018562707159,54.72992036094113,17.64666684468587,17.763333002726235,17.57333437601725,17.836665471394856,17.456668217976887,17.95333162943522,17.383335749308266,-0.26372668254965803,-71.71311047499056,0.01005496924254956,0.0725232382472239,-0.06246826900467434,50.82219468436539,9.926464397266958,17.44600028991699,17.68450002670288,17.390200004577636,17.571999979019164,ANMOL.BO,2025-07-21 02:34:58.078801
18,2025-06-25 00:00:00+05:30,17.690000534057617,0.0,17.700000762939453,17.190000534057617,17.40999984741211,967,0.0,2025-06-25,17.667500019073486,0.4501680581239023,18.11766807719739,17.217331960949583,18.56783613532129,16.767163902825683,-44.21760661658359,-1.8046012103250697,-65535,316.7820466006255,2444.938606765565,46.60579479736044,56.64510462371373,17.52666727701823,17.863334019978844,17.353333791097008,18.036667505900066,17.016667048136394,18.37333424886068,16.84333356221517,-0.266903149086905,-71.71311047499056,0.0058057377111708774,0.08814030549839247,-0.08233456778722159,50.82219468436539,10.193892858608832,17.3060001373291,17.667500019073486,17.364599990844727,17.614799966812132,ANMOL.BO,2025-07-21 02:34:58.078801
19,2025-06-24 00:00:00+05:30,17.329999923706055,0.0,17.770000457763672,17.299999237060547,17.690000534057617,4929,0.0,2025-06-24,17.653999996185302,0.4534939950097158,18.107493991195017,17.200506001175587,18.560987986204733,16.74701200616587,-62.496765783684516,-4.7690475702651085,-66502,1581.8438819249527,2976.9777468067996,46.60728921515032,56.62165355074025,17.46666653951009,17.633333841959633,17.163332621256508,17.936667760213215,16.996665318806965,18.103335062662758,16.693331400553383,-0.2506108705331945,-86.05576296598005,0.00027746798218331037,0.10872394744519785,-0.10844647946301454,47.112112708718,10.439398991117606,17.338000106811524,17.653999996185302,17.332399978637696,17.661699953079225,ANMOL.BO,2025-07-21 02:34:58.078801
20,2025-06-23 00:00:00+05:30,17.329999923706055,0.0,17.809999465942383,17.110000610351562,17.549999237060547,8079,0.0,2025-06-23,17.692000007629396,0.4567458891993169,18.148745896828714,17.235254118430078,18.60549178602803,16.778508229230763,-85.15309669536649,-5.541349223348838,-61573,2592.760544141143,3325.761213027261,46.615003835050764,52.68819094132173,17.416666666666668,17.723332722981773,17.023333867390953,18.116665522257488,16.716667811075848,18.423331578572594,16.323335011800133,-0.19523309440995465,-86.05576296598005,0.02865000900041892,0.13583556731095148,-0.10718555831053256,47.112112708717994,10.898560446584431,17.58199996948242,17.692000007629396,17.307599983215333,17.704999952316285,ANMOL.BO,2025-07-21 02:34:58.078801
21,2025-06-20 00:00:00+05:30,17.190000534057617,0.0,17.770000457763672,17.020000457763672,17.770000457763672,3278,0.0,2025-06-20,17.72200002670288,0.45139079793178943,18.17339082463467,17.27060922877109,18.62478162256646,16.8192184308393,-112.22213784362471,-10.82930639252643,-69652,1043.4966990859457,3509.0113802487904,46.62765747164252,48.71947794191517,17.326667149861652,17.633333841959633,16.883333841959633,18.076667149861652,16.576667149861652,18.383333841959633,16.133333841959633,-0.19261980814935586,-91.63342738359665,0.06454136819800382,0.1626319568885846,-0.09809058869058077,45.7394795513942,11.393042014010243,17.86599998474121,17.72200002670288,17.280799980163575,17.7610999584198,ANMOL.BO,2025-07-21 02:34:58.078801
22,2025-06-19 00:00:00+05:30,16.989999771118164,0.0,18.010000228881836,16.979999542236328,18.010000228881836,4905,0.0,2025-06-19,17.786499977111816,0.4633774368136283,18.249877413925446,17.323122540298186,18.713254850739073,16.85974510348456,-135.55178876326994,-10.878159085927946,-72930,1543.2583125432388,4125.390050539501,46.63281926717552,47.99867847154309,17.326666514078777,17.673333485921226,16.64333279927572,18.356667200724285,16.29666582743327,18.703334172566734,15.61333211263021,-0.18142797627432822,-99.60158454303047,0.12330310329971894,0.18715460406122977,-0.06385150076151083,43.80477359482837,11.856368144519676,17.961999893188477,17.786499977111816,17.236999969482422,17.818099946975707,ANMOL.BO,2025-07-21 02:34:58.078801
23,2025-06-18 00:00:00+05:30,17.850000381469727,0.0,18.639999389648438,17.770000457763672,18.309999465942383,11893,0.0,2025-06-18,17.87150001525879,0.46549661531727754,18.336996630576067,17.40600339994151,18.802493245893345,16.940506784624233,20.179721113090974,50.78240280001815,-68025,3931.2973062374117,4770.922985038566,46.64059893571692,50.04211522683083,18.086666742960613,18.403333028157554,17.53333409627279,18.95666567484538,17.216667811075848,19.27333196004232,16.663335164388023,-0.14922774522472973,-71.61572488857831,0.21636474681337603,0.20311747925160747,0.013247267561768555,51.07646847435239,12.355334746606756,18.139999771118163,17.87150001525879,17.210999965667725,17.87769995689392,ANMOL.BO,2025-07-21 02:34:58.078801
24,2025-06-17 00:00:00+05:30,18.549999237060547,0.0,19.09000015258789,18.5,19.09000015258789,13890,0.0,2025-06-17,17.901999950408936,0.4836440011921672,18.385643951601104,17.418355949216767,18.86928795279327,16.9347119480246,158.76581055264973,104.35496528360018,-56132,4771.472025977258,4980.8294047388545,46.658931412155844,52.144689944872404,18.713333129882812,18.926666259765625,18.336666107177734,19.303333282470703,18.123332977294922,19.516666412353516,17.746665954589844,-0.15751841717395607,-37.75102893425162,0.24753656746194252,0.19980566236116531,0.04773090510077721,58.404270290967624,12.468067862201975,18.227999877929687,17.901999950408936,17.173399963378905,17.939299955368043,ANMOL.BO,2025-07-21 02:34:58.078801
25,2025-06-16 00:00:00+05:30,18.75,0.0,19.489999771118164,17.510000228881836,17.510000228881836,29754,0.0,2025-06-16,17.897999954223632,0.47830397069723735,18.37630392492087,17.419695983526395,18.854607895618106,16.94139201282916,199.53174362483793,99.27029882315688,-42242,10331.25000000004,5033.168749429254,46.679850787327744,38.345456695191096,18.583333333333332,19.65666643778483,17.6766668955485,20.56333287556966,16.603333791097004,21.636665980021156,15.696667353312172,-0.1405672488482326,-28.461525482540793,0.2147561086134857,0.18787293608597097,0.026883172527514737,60.71525985251672,11.114412944209908,18.088000106811524,17.897999954223632,17.111599979400633,17.991199960708617,ANMOL.BO,2025-07-21 02:34:58.078801
