Trading Day,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2024-05-17 00:00:00+05:30,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,29758,0.0,0.0,0.0,2024-05-17,4.527500009536743,0.2308308583138906,4.758330867850633,4.2966691512228525,4.989161726164524,4.065838292908961,-258.0644458356459,-112.9980887267683,-238049,26782.201261308433,12236.92567577395,3.929650956539941,18.13572482635155,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,,-100.0,-0.06794288040440755,-0.017200267745851264,-0.050742612658556285,38.511167872710935,12.207359347745882,4.320000076293946,4.527500009536743,4.505000009536743,4.232000005245209,METALFORGE.NS,2024-12-05 10:58:03.330939
2,2024-05-16 00:00:00+05:30,4.300000190734863,4.599999904632568,4.25,4.25,5856,0.0,0.0,0.0,2024-05-16,4.559999990463257,0.20429596005417044,4.764295950517427,4.355704030409086,4.968591910571598,4.151408070354916,-68.70237528701566,-34.67834568846862,-208291,5530.6666666666615,8600.606779390326,3.928917971786371,21.617103215724143,4.3666666348775225,4.483333269755045,4.133333365122477,4.716666539510091,4.016666730244954,4.833333174387613,3.7833334604899083,-0.10440542244787832,-89.47369213579924,-0.0405574261307482,-0.004514614581212193,-0.03604281154953601,43.03494701527516,13.12109411154222,4.3700000762939455,4.559999990463257,4.502000007629395,4.226000003814697,METALFORGE.NS,2024-12-05 10:58:03.330939
3,2024-05-15 00:00:00+05:30,4.75,4.75,4.349999904632568,4.400000095367432,7517,0.0,0.0,0.0,2024-05-15,4.575,0.1909119310296583,4.765911931029659,4.384088068970342,4.956823862059316,4.193176137940684,69.28837546664451,-4.920051995999884,-202435,7349.955714861545,9368.091807571242,3.928532683537388,26.85260255851375,4.5,4.650000095367432,4.25,4.900000095367432,4.099999904632568,5.050000190734863,3.8499999046325684,-0.12319441601131677,-73.68420524280052,-0.02457819049390597,0.004496088306171809,-0.02907427880007778,46.86918135839561,13.016297967117222,4.420000076293945,4.575,4.499000005722046,4.217500004768372,METALFORGE.NS,2024-12-05 10:58:03.330939
4,2024-05-14 00:00:00+05:30,4.150000095367432,4.550000190734863,4.150000095367432,4.550000190734863,18235,0.0,0.0,0.0,2024-05-14,4.584999990463257,0.18644880420569107,4.771448794668948,4.398551186257566,4.957897598874639,4.212102382051875,-34.15774621523181,-27.680278325302094,-194918,18437.611884011145,9872.625830748666,3.927805348683982,25.299000412664057,4.416666825612386,4.68333355585734,4.283333460489908,4.816666920979817,4.016666730244954,5.0833336512247715,3.8833333651224766,-0.1969498706027206,-57.894718349801785,-0.018520266525439588,0.011764658006191255,-0.03028492453163084,51.09648795582876,12.25078286274938,4.4300000190734865,4.584999990463257,4.495,4.208500003814697,METALFORGE.NS,2024-12-05 10:58:03.330939
5,2024-05-13 00:00:00+05:30,4.300000190734863,4.349999904632568,4.300000190734863,4.349999904632568,808,0.0,0.0,0.0,2024-05-13,4.599999976158142,0.1953404521014377,4.79534042825958,4.404659524056704,4.990680880361017,4.209319071955267,-80.45978271468353,-49.128822861867604,-213153,781.0666495429138,7731.379317433045,3.925468133641805,16.432626666705787,4.333333333333333,4.366666475931803,4.316666762034098,4.383333047231038,4.283333619435628,4.416666189829508,4.266667048136393,-0.19390179659333875,-88.23530401738155,-0.025256414677371275,0.019335889139098963,-0.04459230381647024,44.94903253075029,12.37211510145023,4.4,4.599999976158142,4.491999998092651,4.1980000019073485,METALFORGE.NS,2024-12-05 10:58:03.330939
6,2024-05-10 00:00:00+05:30,4.300000190734863,4.349999904632568,4.300000190734863,4.300000190734863,5193,0.0,0.0,0.0,2024-05-10,4.614999985694885,0.18644879680248438,4.801448782497369,4.428551188892401,4.987897579299854,4.242102392089916,-93.00871756054413,-55.65082926947381,-213961,4962.200220108027,9468.957484405577,3.9253974595314833,13.062446181025422,4.316666762034099,4.333333333333334,4.283333619435629,4.366666475931804,4.2666670481363935,4.383333047231039,4.233333905537924,-0.11800113398741303,-94.11762395944304,-0.01380105474549076,0.03048396509321652,-0.04428501983870728,43.29426241953691,12.949328345292,4.419999980926514,4.614999985694885,4.496999998092651,4.188000001907349,METALFORGE.NS,2024-12-05 10:58:03.330939
7,2024-05-09 00:00:00+05:30,4.5,4.550000190734863,4.25,4.5,4027,0.0,0.0,0.0,2024-05-09,4.622499966621399,0.17582513979157602,4.7983251064129755,4.446674826829823,4.974150246204552,4.270849687038247,-67.85712481355827,-31.247705469214733,-208768,4026.999999999996,10595.646800479964,3.924996229927356,12.743983833526869,4.433333396911621,4.616666793823242,4.316666603088379,4.733333587646484,4.133333206176758,4.9166669845581055,4.016666412353516,-0.07436781512524865,-70.58823199420615,0.005998598426091739,0.04155522005289334,-0.0355566216268016,48.73544016461837,13.57094260789083,4.459999942779541,4.622499966621399,4.507999992370605,4.18,METALFORGE.NS,2024-12-05 10:58:03.330939
8,2024-05-08 00:00:00+05:30,4.25,4.550000190734863,4.25,4.449999809265137,8795,0.0,0.0,0.0,2024-05-08,4.609999966621399,0.19303668852026398,4.803036655141663,4.416963278101135,4.996073343661927,4.223926589580871,-89.30817972203401,-34.829854917158066,-212795,8697.277404997076,12237.808500599955,3.924518242032165,13.224684478616084,4.416666666666667,4.583333333333334,4.283333142598471,4.71666685740153,4.116666475931804,4.883333524068197,3.9833329518636074,-0.05674824011495952,-76.47060803476312,0.011560315613201588,0.05044437545959374,-0.03888405984639215,47.194824228937016,14.24037335222803,4.459999942779541,4.609999966621399,4.519999990463257,4.169500000476837,METALFORGE.NS,2024-12-05 10:58:03.330939
9,2024-05-07 00:00:00+05:30,4.300000190734863,4.599999904632568,4.25,4.400000095367432,2822,0.0,0.0,0.0,2024-05-07,4.597499966621399,0.21118402773792638,4.808683994359325,4.386315938883473,5.019868022097252,4.175131911145546,-109.21985988291688,-32.853819878249396,-221590,2759.288948694862,13122.941274500674,3.923562485900848,11.901966163779022,4.416666666666667,4.583333333333334,4.233333428700766,4.766666571299235,4.066666762034099,4.933333237965902,3.883333524068197,-0.17043614225414885,-82.35292797682459,0.023430103893113063,0.060165390421191775,-0.03673528652807871,45.67895913464824,14.961298769206554,4.509999942779541,4.597499966621399,4.528999996185303,4.1590000033378605,METALFORGE.NS,2024-12-05 10:58:03.330939
10,2024-05-06 00:00:00+05:30,4.599999904632568,4.599999904632568,4.300000190734863,4.449999809265137,2638,0.0,0.0,0.0,2024-05-06,4.597499966621399,0.21118402773792638,4.808683994359325,4.386315938883473,5.019868022097252,4.175131911145546,-102.22224859544069,-20.867069096482847,-218768,2608.688777075871,15713.854355952126,3.923284277439482,10.45047380707048,4.449999968210856,4.5999997456868496,4.3000000317891445,4.7499996821085615,4.150000254313151,4.899999459584555,4.000000317891439,-0.11320776610289834,-81.25004097820793,0.043196242470302515,0.06934921205321146,-0.02615296958290894,46.92993617861986,15.737679987491118,4.609999942779541,4.597499966621399,4.534999990463257,4.147500002384186,METALFORGE.NS,2024-12-05 10:58:03.330939
11,2024-05-03 00:00:00+05:30,4.349999904632568,4.599999904632568,4.300000190734863,4.5,22960,0.0,0.0,0.0,2024-05-03,4.587499976158142,0.2229438343308986,4.810443810489041,4.364556141827244,5.033387644819939,4.141612307496345,-114.99999940395355,-12.358906986658003,-216130,22959.999999999978,18990.14575067119,3.922996606935977,18.886974648447776,4.4666666984558105,4.633333206176758,4.333333492279053,4.766666412353516,4.1666669845581055,4.933332920074463,4.033333778381348,-0.06954369307758508,-75.00001490116652,0.0629241868182886,0.0758874544489387,-0.012963267630650102,48.15451131544183,16.800331512898296,4.689999961853028,4.587499976158142,4.5359999942779545,4.136000003814697,METALFORGE.NS,2024-12-05 10:58:03.330939
12,2024-05-02 00:00:00+05:30,4.75,4.900000095367432,4.5,4.5,44151,0.0,0.0,0.0,2024-05-02,4.564999985694885,0.2529301853063062,4.8179301710011915,4.312069800388579,5.070860356307497,4.059139615082273,-45.71426028297053,22.70294825728139,-193170,44150.999999999956,17997.68218833899,3.9202407033342155,27.860452473024395,4.6333333651224775,4.766666730244955,4.366666634877523,5.033333460489909,4.233333269755046,5.166666825612387,3.9666665395100917,-0.06706176597251466,-75.00001490116652,0.08230427576995503,0.07912827135660122,0.0031760044133538057,48.15451131544182,17.944725463336795,4.789999961853027,4.564999985694885,4.531999998092651,4.122500004768372,METALFORGE.NS,2024-12-05 10:58:03.330939
13,2024-04-30 00:00:00+05:30,4.900000095367432,4.949999809265137,4.650000095367432,4.699999809265137,7113,0.0,0.0,0.0,2024-04-30,4.534999990463257,0.293392117342878,4.828392107806136,4.241607873120379,5.121784225149013,3.9482157557775013,30.98586605298423,49.86409547782446,-149019,7429.1330318450855,11459.352735423747,3.914866560132971,37.86507123769436,4.766666571299235,4.883333047231039,4.583333333333334,5.06666628519694,4.46666685740153,5.183332761128744,4.283333619435629,0.17921662894601348,-40.000009536743164,0.10586962790095189,0.07833427025326276,0.027535357647689135,52.91684764230414,18.57118664060528,4.85,4.534999990463257,4.523999996185303,4.110000004768372,METALFORGE.NS,2024-12-05 10:58:03.330939
