Trading Day,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2025-07-18 00:00:00+05:30,1407.9000244140625,1414.0,1387.25,1404.050048828125,3703,0.0,0.0,2025-07-18,1315.8675048828125,95.66174257211458,1411.529247454927,1220.205762310698,1507.1909900270416,1124.5440197385833,40.94703466594066,116.18800862170643,356998,5851.220384307909,33427.80518879537,1132.1351788775767,96.81694401961802,1403.0500081380208,1418.8500162760415,1392.1000162760415,1429.8000081380208,1376.3000081380208,1445.6000162760415,1365.3500162760415,0.1137233956545578,-24.512325195011517,66.44536974913217,65.88894245546693,0.5564272936652372,70.16616353752727,48.54466325025817,1397.5300048828126,1315.8675048828125,1174.2129956054687,1102.0544989013672,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
2,2025-07-17 00:00:00+05:30,1405.1500244140625,1444.800048828125,1399.949951171875,1429.0,11364,0.0,0.0,2025-07-17,1304.2600036621093,97.96359680440864,1402.2236004665178,1206.2964068577007,1500.1871972709266,1108.332810053292,97.44143529370925,133.14033118634265,353295,17921.52027011565,40321.95138991723,1131.8302526971636,97.37137114368392,1416.6333414713542,1433.3167317708335,1388.4666341145835,1461.4834391276042,1371.7832438151042,1478.1668294270835,1343.6165364583335,0.1100087252781143,-24.513951785466947,67.82198985642572,65.74983563205062,2.0721542243750974,69.90211749718324,48.74205953815872,1385.95,1304.2600036621093,1165.9259948730469,1098.1649987792969,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
3,2025-07-16 00:00:00+05:30,1410.5999755859375,1430.6500244140625,1398.699951171875,1406.0,11390,0.0,0.0,2025-07-16,1292.4150024414062,99.43373974894169,1391.8487421903478,1192.9812626924645,1491.2824819392895,1093.5475229435228,108.27577226145024,142.05365386463302,364659,18032.192025175693,45922.05916986762,1130.8996150660391,96.23483646772291,1413.316650390625,1427.933349609375,1395.9832763671875,1445.2667236328125,1381.3665771484375,1459.8834228515625,1364.033203125,0.12309662480462216,-20.31797278666534,68.82770817778737,65.23179707595685,3.5959111018305236,71.05948622248931,48.47746262734366,1376.2199951171874,1292.4150024414062,1157.7359948730468,1094.3174987792968,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
4,2025-07-15 00:00:00+05:30,1401.199951171875,1438.8499755859375,1365.0999755859375,1365.0999755859375,18109,0.0,0.0,2025-07-15,1280.2325012207032,99.11710986764665,1379.3496110883498,1181.1153913530566,1478.4667209559964,1081.99828148541,71.92025377057382,146.83342350116732,353269,28478.39501609441,52894.525956040605,1129.9418042200691,96.21043320635229,1401.7166341145833,1438.333292643229,1364.583292643229,1475.4666341145833,1327.9666341145833,1512.083292643229,1290.833292643229,0.12926617739460416,-23.30685177364865,68.53575071354612,64.33281930049921,4.202931413046912,70.27115987043277,48.361665480654175,1374.4300048828125,1280.2325012207032,1149.5149951171875,1090.6444995117188,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
5,2025-07-14 00:00:00+05:30,1362.800048828125,1374.800048828125,1344.050048828125,1348.8499755859375,3771,0.0,0.0,2025-07-14,1267.8975036621093,98.62003706995344,1366.5175407320628,1169.2774665921559,1465.1375778020163,1070.6574295222024,16.287810576459236,131.2598575595207,335160,5767.792132860297,58998.55869102715,1128.4568562625848,96.13506775491588,1360.550048828125,1377.050048828125,1346.300048828125,1391.300048828125,1329.800048828125,1407.800048828125,1315.550048828125,0.13578995902643723,-35.51667763811606,68.04929620217445,63.28208644723749,4.767209754936957,66.84535276067201,48.23696086114242,1375.5500244140626,1267.8975036621093,1141.7329956054687,1087.1619995117187,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
6,2025-07-11 00:00:00+05:30,1350.0,1371.550048828125,1323.25,1358.0,6307,0.0,0.0,2025-07-11,1256.8424987792969,99.80702143801973,1356.6495202173166,1157.035477341277,1456.4565416553364,1057.2284559032573,13.482629806179405,132.1650488775759,331389,9556.030494191387,72306.25033056886,1128.1894089672019,96.16371474160937,1348.2666829427083,1373.2833658854165,1324.9833170572915,1396.5667317708333,1299.9666341145833,1421.5834147135415,1276.6832682291665,0.14142702730103301,-38.40814148481022,70.17724563886077,62.09028400850324,8.086961630357528,65.61905243173169,48.944274196185724,1381.8800048828125,1256.8424987792969,1134.8419946289061,1084.1494995117187,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
7,2025-07-10 00:00:00+05:30,1356.5,1415.9000244140625,1348.0,1412.0,10476,0.0,0.0,2025-07-10,1245.9200012207032,101.02142762826111,1346.9414288489643,1144.898573592442,1447.9628564772254,1043.877145964181,43.978697467366636,160.18337870761854,337696,15949.101258169649,87993.80528966323,1127.7652152777,96.56596319035694,1373.4666748046875,1398.933349609375,1331.0333251953125,1441.36669921875,1305.566650390625,1466.8333740234375,1263.13330078125,0.14230458073293042,-33.76251788268956,73.0989850198298,60.068543600913856,13.030441418915942,66.78382852758872,49.7548280713178,1382.9699951171874,1245.9200012207032,1127.4749951171875,1081.2914990234376,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
8,2025-07-09 00:00:00+05:30,1401.6500244140625,1429.0,1385.0,1396.050048828125,26736,0.0,0.0,2025-07-09,1234.3424987792969,100.94977739975928,1335.2922761790562,1133.3927213795375,1436.2420535788156,1032.4429439797782,77.52491156985413,198.2300677310856,348172,42058.80692222796,106004.98129753662,1127.0363142739584,97.9983098145473,1405.2166748046875,1425.433349609375,1381.433349609375,1449.2166748046875,1361.2166748046875,1469.433349609375,1337.433349609375,0.15806633235852832,-20.84405596164163,75.09198490880021,56.81093324618487,18.281051662615347,75.41859612609989,49.78136720168904,1396.3199951171875,1234.3424987792969,1120.345994873047,1078.242498779297,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
9,2025-07-08 00:00:00+05:30,1406.800048828125,1439.0,1363.9000244140625,1370.0,25227,0.0,0.0,2025-07-08,1219.4774963378907,96.82136986404247,1316.2988662019332,1122.6561264738482,1413.1202360659756,1025.8347566098057,95.96377767494425,218.006514702706,374908,39830.789003568185,121991.52489136378,1124.7846380600047,97.9377351880334,1403.2333577473958,1442.566691080729,1367.4667154947915,1478.3333333333333,1328.1333821614583,1517.6666666666665,1292.366739908854,0.17213247106122123,-19.370515356759658,72.05927804543353,52.24067033053103,19.818607714902498,76.46575141977235,48.38433118555462,1363.35,1219.4774963378907,1112.658994140625,1074.8464990234374,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
10,2025-07-07 00:00:00+05:30,1394.449951171875,1439.0,1333.199951171875,1349.699951171875,63319,0.0,0.0,2025-07-07,1203.8124938964843,90.02511943807805,1293.8376133345623,1113.7873744584062,1383.8627327726404,1023.7622550203282,117.518833900441,232.13897909126783,349681,99096.40654711289,142531.70886331267,1122.585771933376,97.8733912945579,1388.88330078125,1444.566650390625,1338.7666015625,1494.683349609375,1283.083251953125,1550.36669921875,1232.966552734375,0.17463386298198094,-22.904162754828327,66.57748764101916,47.2860184018054,19.29146923921376,75.7149114472196,46.87983086048679,1325.8599853515625,1203.8124938964843,1104.841993408203,1071.3709985351563,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
11,2025-07-04 00:00:00+05:30,1355.449951171875,1450.0,1341.8499755859375,1425.800048828125,176017,0.0,0.0,2025-07-04,1187.6549987792969,82.7111446316549,1270.3661434109517,1104.943854147642,1353.0772880426066,1022.232709515987,171.6508320680811,254.62952246853678,286362,267768.21803004306,153390.5344423626,1117.1591463683988,97.66478391823688,1382.4333089192708,1423.016642252604,1314.8666178385415,1490.5833333333333,1274.2832845052083,1531.1666666666665,1206.716593424479,0.1764553431051918,-34.06296103809013,59.76668245846781,42.46315109200195,17.30353136646586,73.20847020934409,45.259599741182974,1293.2199951171874,1187.6549987792969,1097.3549938964843,1068.2129992675782,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
12,2025-07-03 00:00:00+05:30,1423.25,1474.5,1224.0,1232.449951171875,367396,0.0,0.0,2025-07-03,1173.1575012207031,76.96365664814051,1250.1211578688437,1096.1938445725625,1327.0848145169841,1019.2301879244221,284.0373982543299,277.76054533164256,462379,586862.7489495607,124796.1135454425,1103.1601080725675,95.71534357152237,1373.9166666666667,1523.8333333333335,1273.3333333333335,1624.4166666666667,1123.4166666666667,1774.3333333333335,1022.8333333333335,0.5118542123192761,-13.263456718905639,53.98214124052765,38.13726825038549,15.844872990142164,87.84407660924437,43.20765718614828,1259.0800048828125,1173.1575012207031,1091.5999938964844,1065.1704992675782,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
13,2025-07-02 00:00:00+05:30,1236.800048828125,1244.199951171875,1202.800048828125,1217.5999755859375,3379,0.0,0.0,2025-07-02,1154.8424987792969,54.67311227097899,1209.5156110502758,1100.169386508318,1264.1887233212549,1045.4962742373389,112.35219718736522,149.4018639277536,94983,4690.386303233477,9279.45469441295,1058.424198512882,76.6995630517391,1227.933349609375,1253.066650390625,1211.666748046875,1269.333251953125,1186.533447265625,1294.466552734375,1170.266845703125,0.23542914353383781,-9.906622303316519,39.080986823265675,34.17605000284995,4.9049368204157275,75.16655431794578,40.99787289611092,1214.6699951171875,1154.8424987792969,1084.5159948730468,1061.7124987792968,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
14,2025-07-01 00:00:00+05:30,1219.3499755859375,1234.949951171875,1205.449951171875,1232.5999755859375,3276,0.0,0.0,2025-07-01,1145.4699951171874,55.93633168460634,1201.4063268017937,1089.533663432581,1257.3426584864,1033.5973317479747,116.19578829545173,152.4582439816927,91604,4483.252449790002,10426.72179220782,1058.1946192075882,76.67302846465202,1219.9166259765625,1234.38330078125,1204.88330078125,1249.4166259765625,1190.4166259765625,1263.88330078125,1175.38330078125,0.21140375620225532,-20.415546188216855,37.77335269501236,32.94981579774601,4.823536897266351,72.6914504893632,41.211094405770076,1207.5199951171876,1145.4699951171874,1081.3489929199218,1060.347498779297,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
15,2025-06-30 00:00:00+05:30,1231.25,1253.25,1191.5999755859375,1194.699951171875,16438,0.0,0.0,2025-06-30,1138.1224975585938,55.369498320634705,1193.4919958792284,1082.752999237959,1248.861494199863,1027.3835009173245,169.993036558008,174.2470607832844,94880,22715.178141947705,11912.589127812273,1057.993274885291,80.4091275000183,1225.3666585286458,1259.133341471354,1197.4833170572915,1287.0166829427083,1163.7166341145833,1320.7833658854165,1135.833292643229,0.2171715763392356,-13.249017483139525,37.24542905170597,31.743931573429418,5.501497478276551,77.58833327287451,41.663564199322,1199.810009765625,1138.1224975585938,1078.6579943847655,1059.6079992675782,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
16,2025-06-27 00:00:00+05:30,1184.75,1218.0,1160.0,1200.050048828125,9642,0.0,0.0,2025-06-27,1130.3149963378905,52.480477874052795,1182.7954742119434,1077.8345184638376,1235.275952085996,1025.354040589785,66.61264393872156,141.4819196080633,78442,12820.789566925745,9211.941874278415,1056.9002727816276,76.8641051993624,1187.5833333333333,1215.1666666666665,1157.1666666666665,1245.5833333333333,1129.5833333333333,1273.1666666666665,1099.1666666666665,0.20698217607451722,-23.573192832082196,34.83323002742577,30.368557203860277,4.464672823565493,70.33799685780356,42.150839361608696,1190.8400146484375,1130.3149963378905,1075.3509948730468,1058.9744995117187,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
17,2025-06-26 00:00:00+05:30,1201.199951171875,1215.0999755859375,1195.25,1207.699951171875,7925,0.0,0.0,2025-06-26,1124.7024963378906,52.35466683704708,1177.0571631749376,1072.3478295008435,1229.4118300119846,1019.9931626637964,136.9489029928348,177.18360706867313,88084,10684.03997344875,8309.72995111658,1056.4254200956545,87.64220558353685,1203.8499755859375,1212.449951171875,1192.5999755859375,1223.699951171875,1184.0,1232.2999267578125,1172.75,0.23964334099503407,-9.190098786157025,35.79665354895451,29.2523889979689,6.544264550985609,78.7016519983671,43.581824152332274,1189.0400146484376,1124.7024963378906,1072.990994873047,1058.4734997558594,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
18,2025-06-25 00:00:00+05:30,1201.050048828125,1205.0,1178.050048828125,1178.050048828125,4734,0.0,0.0,2025-06-25,1117.7450012207032,50.87887860271046,1168.6238798234137,1066.8661226179927,1219.502758426124,1015.9872440152823,117.75225521616193,183.75530905185826,80159,6381.3165149926035,7716.152445533537,1055.9821063228685,86.71282614438013,1194.7000325520833,1211.3500162760415,1184.4000651041665,1221.6499837239583,1167.7500813802083,1238.2999674479165,1157.4501139322915,0.3170317894713307,-2.7156772072115927,34.86768311566743,27.6163228602225,7.251360255444933,78.6801870333483,43.18798399129132,1182.4500244140625,1117.7450012207032,1070.147996826172,1058.0045007324218,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
19,2025-06-24 00:00:00+05:30,1180.800048828125,1193.75,1150.3499755859375,1184.050048828125,10671,0.0,0.0,2025-06-24,1109.7024963378906,49.717312246824086,1159.4198085847147,1059.9851840910665,1209.1371208315388,1010.2678718442424,78.31023697022124,171.63094088859677,75425,14141.725719969374,8049.86142816877,1055.7162698254451,86.72029892240319,1174.9666748046875,1199.5833740234375,1156.183349609375,1218.36669921875,1131.566650390625,1242.9833984375,1112.7833251953125,0.24696714150096577,-10.777578028006232,33.16478433545444,25.803482796361262,7.36130153909318,75.59718932545141,42.98983775832129,1175.6300048828125,1109.7024963378906,1066.8499963378906,1057.8415002441407,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
20,2025-06-23 00:00:00+05:30,1186.4000244140625,1190.0,1125.0,1125.0,3719,0.0,0.0,2025-06-23,1103.4024963378906,48.193703659719375,1151.59619999761,1055.2087926781712,1199.7899036573294,1007.0150890184518,71.47746897516103,176.03729154236865,86096,4951.972825535214,6526.895355218618,1055.197447501054,82.47635628073601,1167.1333414713542,1209.2666829427085,1144.2666829427085,1232.1333414713542,1102.1333414713542,1274.2666829427085,1079.2666829427085,0.24610158194886445,-6.770626962422769,32.476379316311295,23.963157411587964,8.51322190472333,78.5126540150132,43.03913745204476,1170.3699951171875,1103.4024963378906,1063.538995361328,1058.0009997558593,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
21,2025-06-20 00:00:00+05:30,1175.75,1196.5999755859375,1158.300048828125,1165.8499755859375,6560,0.0,0.0,2025-06-20,1096.3774963378905,45.63064556965789,1142.0081419075484,1050.7468507682327,1187.6387874772063,1005.1162051985748,111.50867398688932,213.87042055723307,82377,8656.448592599481,6920.625987639468,1055.0075106027632,88.15054985508921,1176.8833414713542,1195.4666341145835,1157.166707356771,1215.1832682291667,1138.5834147135417,1233.766560872396,1118.8667805989585,0.20743869682156008,-13.840008102906918,30.551433183848758,21.83485193540713,8.716581248441628,76.94230989638311,43.18037498837424,1161.42998046875,1096.3774963378905,1060.4939953613282,1057.6975,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
22,2025-06-19 00:00:00+05:30,1168.25,1178.949951171875,1153.9000244140625,1178.949951171875,7312,0.0,0.0,2025-06-19,1090.1824951171875,42.597322285008126,1132.7798174021957,1047.5851728321793,1175.3771396872037,1004.9878505471712,114.84372285496218,220.33562348206115,75817,9587.224559757053,6486.670336399464,1054.6983990939357,87.14183691149475,1167.0333251953125,1180.1666259765625,1155.11669921875,1192.083251953125,1141.9833984375,1205.216552734375,1130.0667724609375,0.2317286315461547,-8.045076069078947,28.672884355280303,19.65570662329672,9.017177731983583,75.78507322388579,41.20333180259682,1152.589990234375,1090.1824951171875,1057.4429956054687,1057.607000732422,DCMSHRIRAM.BO,2025-07-20 23:12:57.373310
