Trading Day,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2024-11-21 00:00:00+05:30,1685.300048828125,1778.7905425296171,1680.062159721766,1769.0066270011537,22049,0.0,0.0,2024-11-21,1849.70146484375,83.11972186431092,1932.8211867080608,1766.5817429794392,2015.9409085723719,1683.4620211151282,-92.05266926213393,-128.88612729253822,8352679,39691.415049991374,36884.184763366226,1474.6583487390262,37.65708998588099,1714.7175836931692,1749.3730076645725,1650.6446248567213,1813.4459665010204,1615.989200885318,1848.1013904724236,1551.9162420488701,-0.25272613203018646,-98.49387571794553,-84.28302660760687,-76.21673753295825,-8.066289074648623,30.667552115052075,33.171227935807636,1733.270703125,1849.70146484375,2061.1357885742186,2247.680565185547,TIDEWATER.NS,2024-11-22 11:03:20.095084
2,2024-11-19 00:00:00+05:30,1735.1583251953125,1778.2469543374182,1729.4757619773868,1749.2411992571285,15006,0.0,0.0,2024-11-19,1858.2796630859375,73.56366448234009,1931.8433275682776,1784.7159986035974,2005.4069920506176,1711.1523341212574,-90.17179931518149,-119.19842413263376,8374728,27812.146088206864,36182.37719170994,1474.4968016690175,46.10575498841239,1747.627013836706,1765.7782656960253,1717.007073335994,1796.3982061967374,1698.8558214766747,1814.5494580560567,1668.2358809759626,-0.26266035046927827,-89.7696076427627,-79.40907610247382,-74.20016526429609,-5.208910838177729,33.422641604356514,32.082361745689,1762.543310546875,1858.2796630859375,2075.723669433594,2252.0058776855467,TIDEWATER.NS,2024-11-22 11:03:20.095084
3,2024-11-18 00:00:00+05:30,1729.7227783203125,1788.7225585840479,1701.8040989959025,1783.5341314529628,31259,0.0,0.0,2024-11-18,1870.408221435547,72.17960099091796,1942.587822426465,1798.2286204446289,2014.7674234173828,1726.049019453711,-124.06252606135959,-128.21602787828644,8359722,57753.995750626804,38274.93496758571,1474.3606777486063,45.957880346524234,1740.0831453000876,1778.3621916042728,1691.4437320161273,1827.001604888233,1653.1646857119422,1865.2806511924182,1604.525272427982,-0.2701883381129845,-91.43679598869976,-76.87605947520865,-72.89793755475166,-3.978121920456985,32.81111412114366,31.307015576633372,1792.1717041015625,1870.408221435547,2089.950830078125,2255.86740234375,TIDEWATER.NS,2024-11-22 11:03:20.095084
4,2024-11-14 00:00:00+05:30,1783.5341796875,1807.0056363914648,1739.704346770143,1744.299835052545,21979,0.0,0.0,2024-11-14,1885.0124084472657,71.76401608398126,1956.776424531247,1813.2483923632844,2028.5404406152281,1741.4843762793032,-131.80380372870704,-119.21184778975935,8390981,41871.62512679498,33405.16977182543,1474.0825804293022,48.31096303282272,1776.748054283036,1813.791761795929,1746.4904721746072,1844.0493439043578,1709.4467646617143,1881.0930514172508,1679.1891825532855,-0.2846184710787272,-76.79403926992791,-71.93292282116931,-71.90340707463741,-0.029515746531899367,35.834322078792624,30.472027394573466,1829.9533447265626,1885.0124084472657,2104.182932128906,2259.585311279297,TIDEWATER.NS,2024-11-22 11:03:20.095084
5,2024-11-13 00:00:00+05:30,1732.63818359375,1833.3925725050215,1709.7103246059417,1824.3498608222937,24026,0.0,0.0,2024-11-13,1899.228692626953,78.45371152705333,1977.6824041540065,1820.7749810998996,2056.13611568106,1742.3212695728464,-211.9201694700425,-133.5476826399375,8369002,44465.15446510474,31288.555933083044,1473.8454438132098,38.265438674316684,1758.5803602349042,1807.4503958638668,1683.768147964787,1882.262608133984,1634.8981123358244,1931.1326437629466,1560.0859000657072,-0.33607596175807003,-92.79280396955829,-69.81392492418763,-71.89602813800443,2.0821032138167936,30.184015423627216,29.881312718214318,1865.9560791015624,1899.228692626953,2117.7459741210937,2261.852191162109,TIDEWATER.NS,2024-11-22 11:03:20.095084
6,2024-11-12 00:00:00+05:30,1831.6630859375,1897.531429407856,1818.667286875703,1883.3002905234289,17930,0.0,0.0,2024-11-12,1916.812518310547,78.5611813525907,1995.3736996631376,1838.2513369579563,2073.9348810157285,1759.6901556053656,-146.4618447347475,-99.74379180350049,8393028,35079.73743594073,27994.406300077615,1473.6284759198654,40.2490750487747,1849.2872674070197,1879.9072479383365,1801.0431054061835,1928.1514099391727,1770.4231248748667,1958.7713904704895,1722.1789628740305,-0.2794851562227372,-75.50396080039773,-61.03069429042239,-72.41655394145863,11.385859651036242,35.89363433201744,29.245158451366002,1913.778564453125,1916.812518310547,2132.525578613281,2263.5098010253905,TIDEWATER.NS,2024-11-22 11:03:20.095084
7,2024-11-11 00:00:00+05:30,1883.30029296875,1924.0170453200365,1876.7282609760948,1916.1108704449396,9588,0.0,0.0,2024-11-11,1928.9633239746095,83.34580677627766,2012.309130750887,1845.6175171983318,2095.6549375271647,1762.2717104220542,-45.03832119567377,-83.70211394804886,8410958,19287.593786005647,26223.073516111832,1473.4043257773974,39.6330077845921,1894.681866421627,1912.6354718671594,1865.3466875232177,1941.9706507655687,1847.3930820776854,1959.924256211101,1818.057903179276,-0.27748388987949835,-55.62947250409288,-58.61324250846474,-75.26301885421769,16.649776345752954,39.513149342480716,29.547548172884504,1923.4833740234376,1928.9633239746095,2146.6667602539064,2264.1286474609374,TIDEWATER.NS,2024-11-22 11:03:20.095084
8,2024-11-08 00:00:00+05:30,1918.6309814453125,1976.5436873571462,1897.5314017105054,1966.6115070727155,13876,0.0,0.0,2024-11-08,1939.132635498047,89.65053319697576,2028.7831686950228,1849.482102301071,2118.4337018919987,1759.8315691040955,42.052632508772554,-70.76892079313136,8420546,28437.15831027241,27956.943448638373,1473.267054141836,35.0788758406549,1930.9020235043215,1964.2726452981376,1885.2603596514969,2009.9143091509623,1851.8897378576808,2043.2849309447784,1806.248074004856,-0.2093884794360926,-42.03115077064035,-59.71557474511951,-79.42546294065592,19.709888195536408,42.217734050294276,30.530772813939702,1923.177001953125,1939.132635498047,2160.576682128906,2264.346278076172,TIDEWATER.NS,2024-11-22 11:03:20.095084
9,2024-11-07 00:00:00+05:30,1963.5478515625,2027.834861401747,1950.8485827377579,1981.386206260927,14092,0.0,0.0,2024-11-07,1944.5656616210938,91.61373625763373,2036.1793978787275,1852.95192536346,2127.7931341363615,1761.3381891058264,127.8394787649487,-52.43395077440987,8434422,29555.92633733175,27836.889733229862,1473.0510962865403,34.373837731652486,1980.7437652340016,2010.6389477302453,1933.652669066256,2057.730043897991,1903.7574865700124,2087.6252263942342,1856.6663904022669,-0.22157833495393522,-29.95219438558482,-63.7016501140572,-84.35293498954002,20.651284875482816,45.92932801966295,31.843102259955927,1927.9108154296875,1944.5656616210938,2174.6674609375,2263.865135498047,TIDEWATER.NS,2024-11-22 11:03:20.095084
10,2024-11-06 00:00:00+05:30,1971.7506103515625,1976.543704707748,1884.8814904019264,1884.8814904019264,18607,0.0,0.0,2024-11-06,1949.8751586914063,95.75527483036417,2045.6304335217706,1854.1198838610421,2141.3857083521348,1758.364609030678,105.24253731583863,-69.76637690504252,8448514,39188.51376668461,27407.130582204387,1472.809432057628,27.46801573781498,1944.3919351537454,2003.9023799055644,1912.2401655997428,2036.054149459567,1852.7297208479238,2095.564594211386,1820.5779512939212,-0.22091600031764905,-31.237472574884,-72.26348911894979,-89.51575620841072,17.25226708946093,46.624137560765135,33.94872214645113,1918.53212890625,1949.8751586914063,2187.197763671875,2262.87994140625,TIDEWATER.NS,2024-11-22 11:03:20.095084
