Trading Day,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2024-01-11 00:00:00+05:30,280.0,280.0,280.0,280.0,3487,0.0,0.0,0.0,2024-01-11,245.0,18.209309360006927,263.20930936000696,226.79069063999307,281.41861872001385,208.58138127998615,125.11415525114174,154.3734167784235,30067,2871.647058823525,2060.008024071431,226.40147551050416,99.52642483638635,280.0,280.0,280.0,280.0,280.0,280.0,280.0,,-0.0,7.935192170694336,2.8757617204697525,5.059430450224584,72.98860540477982,22.94209090943603,270.0,245.0,249.9,236.1,SPENTEX.NS,2024-11-14 11:00:38.210580
2,2024-01-10 00:00:00+05:30,275.0,275.0,265.0,275.0,7990,0.0,0.0,0.0,2024-01-10,243.25,16.244432244537922,259.4944322445379,227.00556775546207,275.73886448907587,210.76113551092416,106.8493150684933,123.32606664590483,26580,6462.49999999999,1857.0982653834076,224.73473701107602,99.38278497653516,271.6666666666667,278.33333333333337,268.33333333333337,281.6666666666667,261.6666666666667,288.33333333333337,258.33333333333337,,-0.0,6.420573455923318,1.6109041079136066,4.809669348009711,70.96535737467893,21.211349979590004,265.0,243.25,249.1,236.3,SPENTEX.NS,2024-11-14 11:00:38.210580
3,2024-01-09 00:00:00+05:30,270.0,270.0,270.0,270.0,2627,0.0,0.0,0.0,2024-01-09,241.25,14.49818500437443,255.74818500437442,226.75181499562558,270.24637000874884,212.25362999125113,119.29824561403505,121.77835051546393,18590,2086.147058823526,705.7478317292619,220.87835112920573,98.42445732589447,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,-0.0,4.87654535207372,0.4084867709111787,4.468058581162541,68.79494429648184,19.67391009005033,260.0,241.25,248.3,236.5,SPENTEX.NS,2024-11-14 11:00:38.210580
4,2024-01-08 00:00:00+05:30,265.0,265.0,265.0,265.0,1375,0.0,0.0,0.0,2024-01-08,239.0,13.238699252371886,252.23869925237187,225.76130074762813,265.47739850474375,212.52260149525623,118.61471861471853,100.26385224274408,15963,1071.6911764705865,360.64802495569575,219.6072086448575,94.90088014637502,265.0,265.0,265.0,265.0,265.0,265.0,265.0,,-0.0,3.318258683477268,-0.7085278743794566,4.026786557856725,66.46733951188679,18.01820559362299,255.0,239.0,247.5,236.7,SPENTEX.NS,2024-11-14 11:00:38.210580
5,2024-01-05 00:00:00+05:30,260.0,260.0,260.0,260.0,202,0.0,0.0,0.0,2024-01-05,236.5,12.78362439340245,249.28362439340245,223.71637560659755,262.0672487868049,210.9327512131951,120.72072072072064,73.87862796833775,14588,154.4705882352939,182.88723707697307,218.98394280122227,64.15109240614683,260.0,260.0,260.0,260.0,260.0,260.0,260.0,,-0.0,1.7653271352973263,-1.7152245138436377,3.4805516491409643,63.97193760934114,16.560307261455307,250.0,236.5,246.7,236.9,SPENTEX.NS,2024-11-14 11:00:38.210580
6,2024-01-04 00:00:00+05:30,255.0,255.0,255.0,255.0,106,0.0,0.0,0.0,2024-01-04,234.75,11.751259730904309,246.5012597309043,222.9987402690957,258.2525194618086,211.24748053819138,128.20512820512812,45.12089810017275,14386,79.49999999999989,189.99139928739285,218.90104062437462,69.0470638956834,255.0,255.0,255.0,255.0,255.0,255.0,255.0,,-11.11111111111111,0.24278102989578088,-2.585362426128879,2.8281434560246597,61.29753734219975,15.337060837377566,245.0,234.75,245.9,237.1,SPENTEX.NS,2024-11-14 11:00:38.210580
7,2024-01-03 00:00:00+05:30,250.0,250.0,250.0,250.0,937,0.0,0.0,0.0,2024-01-03,233.75,10.7452559911714,244.4952559911714,223.0047440088286,255.2405119823428,212.2594880176572,141.02564102564088,17.131979695431475,14280,688.9705882352931,217.6142491092411,218.86271210208946,81.0483941565534,250.0,250.0,250.0,250.0,250.0,250.0,250.0,,-22.22222222222222,-1.2177936206546462,-3.2923982901350435,2.0746046694803972,58.4323268562951,14.389328458247908,240.0,233.75,245.1,237.3,SPENTEX.NS,2024-11-14 11:00:38.210580
8,2024-01-02 00:00:00+05:30,245.0,245.0,245.0,245.0,14,0.0,0.0,0.0,2024-01-02,233.5,10.399898784933319,243.89989878493333,223.10010121506667,254.29979756986663,212.70020243013337,138.36477987421378,-9.913258983890955,13343,10.088235294117633,99.77516432772805,218.56770175030587,78.49590371240868,245.0,245.0,245.0,245.0,245.0,245.0,245.0,,-33.333333333333336,-2.5768961108191206,-3.811049457505143,1.2341533466860222,55.3638718156026,13.762324689369535,235.0,233.5,244.3,237.45,SPENTEX.NS,2024-11-14 11:00:38.210580
9,2024-01-01 00:00:00+05:30,240.0,240.0,240.0,240.0,129,0.0,0.0,0.0,2024-01-01,234.0,11.192102478745994,245.192102478746,222.807897521254,256.384204957492,211.615795042508,87.15596330275234,-36.01953601953602,13329,91.05882352941164,122.19689658613065,218.56395942679734,79.80383235904937,240.0,240.0,240.0,240.0,240.0,240.0,240.0,,-44.44444444444444,-3.785491024577908,-4.119587794176648,0.33409676959874,52.0791070905446,13.505973088209304,230.0,234.0,243.6,237.6,SPENTEX.NS,2024-11-14 11:00:38.210580
10,2023-12-29 00:00:00+05:30,235.0,235.0,235.0,235.0,35,0.0,0.0,0.0,2023-12-29,235.0,12.565617248751474,247.56561724875147,222.43438275124853,260.13123449750293,209.86876550249704,27.559055118110248,-62.672811059907836,13200,24.191176470588204,129.9814148503104,218.5359580371428,81.02222168276279,235.0,235.0,235.0,235.0,235.0,235.0,235.0,,-55.55555555555556,-4.783078588033078,-4.203111986576333,-0.5799666014567446,48.56433275334737,13.675283839956103,226.0,235.0,243.0,237.75,SPENTEX.NS,2024-11-14 11:00:38.210580
