Trading Day,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2025-02-12 00:00:00+05:30,1490.949951171875,1507.417508704803,1428.2546072315788,1488.271557214222,1181,0.0,0.0,2025-02-12,1530.910906982422,44.79397929907259,1575.7048862814945,1486.1169276833493,1620.498865580567,1441.3229483842767,-142.79968896313184,-130.4987308368955,688238,1901.4798530076098,2111.293783301432,1553.7081307217898,51.79580756733329,1475.5406890360855,1522.8267708405922,1443.663869367368,1554.7035905093096,1396.3777875628614,1601.9896723138163,1364.500967894144,-0.24437616898530148,-66.78059355238469,-27.197456543963426,-32.36791066133625,5.170454117372827,39.57202608867934,32.11614585974677,1540.739306640625,1530.910906982422,1641.1332739257812,1802.636962890625,TIDEWATER.BO,2025-02-13 11:16:59.695653
2,2025-02-11 00:00:00+05:30,1477.01220703125,1589.6059895211251,1473.1433215635657,1589.5563402976204,1621,0.0,0.0,2025-02-11,1535.4196228027345,45.09723078995338,1580.5168535926878,1490.3223920127812,1625.6140843826413,1445.2251612228276,-69.90744588095653,-92.52677523750774,687057,2585.507875524437,2163.747265874888,1553.7357108425883,47.81251605460496,1513.2538393719803,1553.364357180395,1436.9016892228356,1629.7165073295398,1396.791171414421,1669.8270251379545,1320.439021265276,-0.31144518575540825,-78.82682959458154,-25.384473287571836,-33.66052419067946,8.276050903107624,37.28397647476831,31.799549087088188,1556.611572265625,1535.4196228027345,1648.8848876953125,1810.4305200195313,TIDEWATER.BO,2025-02-13 11:16:59.695653
3,2025-02-10 00:00:00+05:30,1546.8502197265625,1616.9856853715883,1538.914093663389,1616.9856853715883,1309,0.0,0.0,2025-02-10,1541.1385925292968,44.54964597179784,1585.6882385010947,1496.588946557499,1630.2378844728926,1452.039300585701,54.44458974573542,-39.54628506034392,688678,2186.5865652531484,2058.3071134625,1553.7820181379207,50.461447619115155,1567.5833329205132,1596.2525721776374,1518.180980469438,1645.6549246287125,1489.5117412123138,1674.3241638858367,1440.1093887612387,-0.26883992597824496,-39.49717092472815,-21.306035478985223,-35.72953691645637,14.423501437471145,45.25581667449232,32.06500736104752,1569.358984375,1541.1385925292968,1656.8220043945312,1818.5610083007812,TIDEWATER.BO,2025-02-13 11:16:59.695653
4,2025-02-07 00:00:00+05:30,1588.961181640625,1599.2285201372588,1567.3848397016936,1599.2285201372588,530,0.0,0.0,2025-02-07,1543.9435119628906,46.64493659211253,1590.5884485550032,1497.298575370778,1637.2333851471158,1450.6536387786655,95.58214836770959,-26.114549560130694,689987,909.4271649601608,2026.2372505148378,1553.7853982824215,46.25756852080139,1585.1915138265258,1602.998187951358,1571.1545075157928,1617.035194262091,1553.3478333909607,1634.8418683869231,1539.3108270802277,-0.1884609078967354,-15.782109763936957,-22.63956657315157,-39.33541227582415,16.695845702672578,51.410158742791054,33.465377345728164,1563.8731201171875,1543.9435119628906,1663.0469018554688,1826.5342956542968,TIDEWATER.BO,2025-02-13 11:16:59.695653
5,2025-02-06 00:00:00+05:30,1599.9229736328125,1616.9855952797059,1555.0342630890045,1587.2747734243362,1510,0.0,0.0,2025-02-06,1542.4976501464844,45.61283010118428,1588.1104802476686,1496.8848200453,1633.723310348853,1451.2719899441158,132.8751566439928,-24.947577609369755,690517,2608.8841085735744,2305.439771903507,1553.7784519574504,45.99647369882178,1590.6476106671744,1626.2609582453442,1564.3096260546429,1652.5989428578757,1528.696278476473,1688.2122904360456,1502.3582938639415,0.16653107657480007,-11.849663911938945,-28.151158441716916,-43.509373701492294,15.358215259775378,53.157228242461294,35.55967843435063,1555.7385986328125,1542.4976501464844,1668.1736401367189,1834.3742175292969,TIDEWATER.BO,2025-02-13 11:16:59.695653
6,2025-02-05 00:00:00+05:30,1570.311279296875,1604.1886412980969,1562.0776212488224,1567.335232053939,1556,0.0,0.0,2025-02-05,1545.9647399902344,52.34596245147424,1598.3107024417086,1493.6187775387602,1650.656664893183,1441.2728150872858,155.35364189029508,-38.723997857158544,689007,2638.603342933948,2229.5786877359897,1553.7524756775401,45.83735651840585,1578.859180614598,1595.6407399803736,1553.5297199310992,1620.9702006638724,1536.7481605653236,1637.751760029648,1511.4186998818248,0.15559378240150468,-28.112270230140183,-35.86070393264549,-47.348927516436135,11.488223583790642,48.79161249363828,37.81507960671328,1537.9418212890625,1545.9647399902344,1672.572236328125,1842.1917797851563,TIDEWATER.BO,2025-02-13 11:16:59.695653
7,2025-02-04 00:00:00+05:30,1540.749267578125,1552.2069766937618,1527.7042364052704,1548.1893856125662,303,0.0,0.0,2025-02-04,1552.2491638183594,62.065232350650845,1614.3143961690103,1490.1839314677086,1676.379628519661,1428.1186991170578,80.81202273807342,-72.74167181362172,687451,504.14256184211587,2127.3225239364997,1553.742864637038,39.83366945541802,1540.2201602257192,1552.736084046168,1528.2333437576765,1564.7229005142106,1515.7174199372278,1577.2388243346593,1503.730603469185,0.16215391200222518,-44.34759108351756,-42.271611157906364,-50.220983412383795,7.9493722544774315,43.94914757453895,39.95382098879085,1520.7006103515625,1552.2491638183594,1676.701005859375,1850.2255541992188,TIDEWATER.BO,2025-02-13 11:16:59.695653
8,2025-02-03 00:00:00+05:30,1519.4208984375,1545.5604883832564,1503.1021672217519,1545.5604883832564,812,0.0,0.0,2025-02-03,1559.7760803222657,69.30334437798079,1629.0794247002464,1490.472735944285,1698.3827690782273,1421.169391566304,27.143777091981924,-88.98018811137489,687148,1332.3333231830168,2533.1175144600957,1553.7443334042582,35.21600102942742,1522.6945180141695,1542.286868806587,1499.8285476450826,1565.152839175674,1480.236196852665,1584.7451899680916,1457.370226483578,0.1686948877936775,-56.06103330699427,-46.927625903432954,-52.20832647600315,5.280700572570197,40.15741713754592,40.94856739319313,1507.6158935546875,1559.7760803222657,1680.7146997070313,1859.0167163085937,TIDEWATER.BO,2025-02-13 11:16:59.695653
9,2025-02-01 00:00:00+05:30,1548.28857421875,1568.3768930577246,1522.4961648452518,1522.4961648452518,953,0.0,0.0,2025-02-01,1568.0891723632812,74.01917012404665,1642.108342487328,1494.0700022392346,1716.1275126113746,1420.0508321151879,58.65499897332488,-75.11212088726026,687960,1593.3954585378708,2833.3135622793648,1553.754734025965,34.29030268161611,1546.387210707242,1570.2782565692323,1524.3975283567595,1592.2679389197149,1500.5064824947692,1616.1589847817052,1478.5168001442867,0.1715555156629345,-40.20703855660985,-50.07718985312226,-53.52850161914569,3.45131176602343,43.88889739698132,41.83709669140064,1493.5689453125,1568.0891723632812,1684.7571630859375,1867.81919921875,TIDEWATER.BO,2025-02-13 11:16:59.695653
10,2025-01-31 00:00:00+05:30,1510.9390869140625,1515.7999880582518,1486.5851741612332,1502.9037839713685,963,0.0,0.0,2025-01-31,1571.3677795410156,74.54631155160621,1645.9140910926217,1496.8214679894095,1720.460402644228,1422.2751564378032,-31.466850463571056,-106.11218715358858,687007,1571.2743060842165,3143.293088214738,1553.756678679469,36.62601207445528,1504.4414163778492,1522.2976585944652,1493.0828446974467,1533.6562302748678,1475.2266024808307,1551.5124724914838,1463.8680308004282,0.16543793761491007,-60.71920518010602,-56.19386949666432,-54.39132956065155,-1.8025399360127707,36.83825596425848,43.08386793000085,1479.3037353515624,1571.3677795410156,1687.9474853515626,1876.5785961914062,TIDEWATER.BO,2025-02-13 11:16:59.695653
11,2025-01-30 00:00:00+05:30,1484.105224609375,1521.0081624038953,1473.391405974489,1486.03960690105,1959,0.0,0.0,2025-01-30,1578.7756591796874,75.57954964508438,1654.3552088247718,1503.196109534603,1729.9347584698562,1427.6165598895186,-59.70506644786825,-117.24991043512317,686044,3139.625844865474,3536.2977837473677,1553.772076940749,9.528204562965868,1492.8349309959196,1512.2784560173502,1464.661699587944,1540.4516874253259,1445.2181745665134,1559.8952124467564,1417.0449431585378,0.1613416128372306,-55.195073316130824,-59.49529211639401,-53.940694576648355,-5.554597539745657,31.060004183540983,42.92644192012128,1479.0359130859374,1578.7756591796874,1691.2122094726562,1885.6801135253907,TIDEWATER.BO,2025-02-13 11:16:59.695653
12,2025-01-29 00:00:00+05:30,1475.32568359375,1488.767544612055,1446.4085231486488,1446.4085231486488,1612,0.0,0.0,2025-01-29,1587.4037109375,74.03721933905169,1661.4409302765516,1513.3664915984482,1735.4781496156033,1439.3292722593965,-111.2069397524311,-135.5108386452,684085,2568.2169383457945,3635.4657684678405,1553.8230806333252,6.852557330394475,1470.1672504514845,1493.9259777543202,1451.566956290914,1512.5262719148907,1427.8082289880783,1536.2849992177264,1409.2079348275079,0.18373702645048443,-61.49121099628557,-60.1779408174591,-52.55204519171193,-7.6258956257471695,29.088731225183466,42.75690621717404,1489.82900390625,1587.4037109375,1695.9351831054687,1895.2450671386719,TIDEWATER.BO,2025-02-13 11:16:59.695653
13,2025-01-28 00:00:00+05:30,1449.1861572265625,1493.8765143714936,1439.4148264898556,1447.450129696337,1169,0.0,0.0,2025-01-28,1595.7688842773437,70.0516837586927,1665.8205680360363,1525.717200518651,1735.872251794729,1455.6655167599583,-167.27235261802386,-145.57169710689516,682473,1829.4369800517281,3902.2779759983514,1553.8703982649001,6.737830887968428,1460.8258326959706,1482.2368389020855,1427.7751510204475,1515.2875205776086,1406.3641448143326,1536.6985267837235,1373.3134631388095,0.18006390378270376,-71.39471525681982,-59.27549926929214,-50.64557128527513,-8.629927984017009,23.002042375878744,41.576120856568245,1507.1595458984375,1595.7688842773437,1700.76904296875,1905.0228186035156,TIDEWATER.BO,2025-02-13 11:16:59.695653
14,2025-01-27 00:00:00+05:30,1476.9625244140625,1560.3910190786667,1460.445439084178,1560.3910190786667,1715,0.0,0.0,2025-01-27,1604.8086242675781,61.25321113893318,1666.0618354065114,1543.555413128645,1727.3150465454446,1482.3022019897116,-158.4296627982843,-127.0641733290068,683642,2735.3466095507065,4420.488224985007,1553.9161795956688,7.677794732427657,1499.2663275256357,1538.0872159670935,1438.1416359726047,1599.2119075201244,1399.320747531147,1638.0327959615822,1338.196055978116,0.19002139233985618,-64.4087067955742,-54.64763970147237,-48.488089289270874,-6.159550412201497,25.13073529602481,40.30450585283892,1530.5016845703126,1604.8086242675781,1707.1864819335938,1915.6649096679687,TIDEWATER.BO,2025-02-13 11:16:59.695653
15,2025-01-24 00:00:00+05:30,1509.5999755859375,1544.5188817332605,1504.937549974426,1513.3200346682095,2580,0.0,0.0,2025-01-24,1612.377703857422,53.48420152289778,1665.8619053803197,1558.893502334524,1719.3461069032176,1505.4093008116263,-126.37388757760004,-119.23324052547059,685357,4205.913645069296,4841.773628843583,1553.965583889712,10.419628660335235,1519.6854690978746,1534.4333882213232,1494.8520564624887,1559.266800856709,1480.10413733904,1574.0147199801577,1455.2707247036542,0.20686076726180574,-57.26629839964724,-50.63013384596502,-46.94820168622049,-3.6819321597445267,27.95307605715523,39.105718490307375,1551.4134033203125,1612.377703857422,1712.0395654296874,1926.481199951172,TIDEWATER.BO,2025-02-13 11:16:59.695653
16,2025-01-23 00:00:00+05:30,1538.0706787109375,1569.1704674808734,1530.3825571104949,1550.570173286254,625,0.0,0.0,2025-01-23,1619.247412109375,48.14551128161513,1667.3929233909903,1571.10190082776,1715.5384346726053,1522.956389546145,-98.53179019699236,-107.57294606753395,687937,1038.0901634082168,5000.738624787154,1554.0084739952642,10.656587036768158,1545.8745677674353,1561.3665784243758,1522.5786680539973,1584.6624781378139,1507.0866573970568,1600.1544887947543,1483.7907576836187,0.2366277937659452,-50.279967265755374,-47.93368011840221,-46.02771864628436,-1.9059614721178448,30.750151255212145,38.20867619777526,1565.9265869140625,1619.247412109375,1718.0987329101563,1937.3774926757812,TIDEWATER.BO,2025-02-13 11:16:59.695653
17,2025-01-22 00:00:00+05:30,1561.9783935546875,1585.7371215068417,1523.7857885011915,1543.2788004376748,2884,0.0,0.0,2025-01-22,1624.3215759277343,44.336966724218186,1668.6585426519525,1579.9846092035161,1712.9955093761707,1535.647642479298,-76.82527353256815,-105.96788622209077,688562,4864.621373849171,5991.400740131888,1554.0122073645477,10.658624112289772,1557.1671011875735,1590.5484138739555,1528.5970808683053,1619.1184341932237,1495.2157681819233,1652.4997468796057,1466.645747862655,0.23590045905498747,-44.41333264771416,-46.55906724287229,-45.5512282782549,-1.0078389646173918,33.352791560260485,37.49147579801796,1574.5373046875,1624.3215759277343,1724.6561401367187,1947.6851550292968,TIDEWATER.BO,2025-02-13 11:16:59.695653
18,2025-01-21 00:00:00+05:30,1565.8968505859375,1621.499381428604,1559.4487482553652,1592.1852677798097,636,0.0,0.0,2025-01-21,1629.549493408203,42.73442546738646,1672.2839188755895,1586.8150679408166,1715.018344342976,1544.08064247343,-42.20096616823313,-95.48969655640325,691446,1075.4718113211866,6273.095581702566,1554.0035873483343,13.144609711253452,1582.281660089969,1605.1145719245726,1543.0639387513338,1644.3322932632077,1520.2310269167301,1667.1652050978114,1481.013305578095,0.23063061506164723,-43.451795511309506,-46.448253474072544,-45.29926853710055,-1.148984936971992,33.78815624336322,36.71910613674086,1580.4199462890624,1629.549493408203,1731.4030444335938,1957.84099609375,TIDEWATER.BO,2025-02-13 11:16:59.695653
19,2025-01-20 00:00:00+05:30,1581.5211181640625,1606.0735081120383,1566.7897084144117,1597.0957170867314,1461,0.0,0.0,2025-01-20,1634.8344604492188,40.94671738164393,1675.7811778308628,1593.8877430675748,1716.7278952125066,1552.941025685931,-46.714169640375474,-99.41735588366599,692082,2495.192043444403,7572.501524297911,1554.0007486178104,14.158320405785005,1584.7947782301708,1602.7998480459298,1563.5160483483032,1624.0785779277974,1545.5109785325442,1642.0836477435564,1524.2322486506766,0.22974643825889304,-39.61780846342862,-45.98852550082211,-45.01202230285755,-0.9765031979645542,35.50288292719348,36.23545678703355,1587.8302978515626,1634.8344604492188,1739.1019750976564,1968.313045654297,TIDEWATER.BO,2025-02-13 11:16:59.695653
