Trading Day,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2025-07-29 00:00:00+05:30,489.45001220703125,491.8500061035156,462.3500061035156,465.6000061035156,54054,0.0,0.0,2025-07-29,489.7625045776367,9.62097410056496,499.3834786782017,480.14153047707174,509.0044527787666,470.5205563765068,-37.23323508226494,-117.15859972240682,-18662467,101385.44435247185,85406.24606270573,404.83228903376664,36.37325531743387,481.2166748046875,500.0833435058594,470.5833435058594,510.7166748046875,451.7166748046875,529.5833435058594,441.0833435058594,-0.03134998217189841,-33.054755386196085,-4.95574383573495,-3.0136535024420334,-1.9420903332929162,49.38913898613082,13.122582897831059,477.6800048828125,489.7625045776367,498.90699951171877,451.7779995727539,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
2,2025-07-28 00:00:00+05:30,466.79998779296875,471.54998779296875,453.3999938964844,458.04998779296875,76884,0.0,0.0,2025-07-28,490.2925033569336,9.891028352512723,500.1835317094463,480.4014750044209,510.07456006195906,470.5104466519081,-167.81921672666067,-232.9909550821158,-18716521,137532.7839198657,81411.44649026419,404.7364732207733,34.05727028852294,463.9166564941406,474.4333190917969,456.2833251953125,482.066650390625,445.76666259765625,492.58331298828125,438.1333312988281,-0.12306766392115026,-75.11607729305429,-5.754921034152801,-2.528130919118804,-3.226790115033997,35.47476246424905,13.86106396454915,477.69000244140625,490.2925033569336,498.7249993896484,449.92449951171875,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
3,2025-07-25 00:00:00+05:30,468.6000061035156,480.0,466.8500061035156,478.0,73474,0.0,0.0,2025-07-25,491.9175033569336,8.383066842015275,500.3005701989489,483.5344365149183,508.68363704096413,475.15136967290306,-196.71904974119073,-203.1268091271241,-18639637,131939.67251651676,67381.11213286381,404.6363533260644,37.66924646124229,471.81667073567706,476.7833353678385,463.63334147135413,484.96666463216144,458.6666768391927,489.9333292643229,450.48334757486975,-0.25789891265368636,-95.66831617726486,-4.460230027194484,-1.721433390360305,-2.738796636834179,36.20937903033229,12.555327954676784,483.3300048828125,491.9175033569336,499.3559997558594,448.34649963378905,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
4,2025-07-24 00:00:00+05:30,480.45001220703125,488.0,477.0,488.0,7554,0.0,0.0,2025-07-24,493.7875030517578,6.958196379439741,500.7456994311976,486.82930667231807,507.7038958106373,479.87111029287837,-190.39298515173135,-146.32283414883915,-18566163,13907.997924422669,51241.472036950574,404.53759242806535,41.44659475744987,481.81667073567706,486.63334147135413,475.63334147135413,492.81667073567706,470.81667073567706,497.63334147135413,464.63334147135413,-0.38767829359929634,-88.59500096849173,-2.9123284954275164,-1.03673423115176,-1.8755942642757564,41.45752291020717,12.180117209353497,489.3000061035156,493.7875030517578,499.79799987792967,446.8209994506836,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
5,2025-07-23 00:00:00+05:30,483.1000061035156,494.5,481.8999938964844,490.0,53369,0.0,0.0,2025-07-23,496.80250244140626,12.064948080309872,508.86745052171614,484.7375543610964,520.932398602026,472.6726062807865,-171.9108549272026,-123.5588471892447,-18558609,98801.95457785933,60574.840565082544,404.5255399360731,40.15805380356803,486.5,491.1000061035156,478.5,499.1000061035156,473.8999938964844,503.70001220703125,465.8999938964844,-0.23614340297379424,-79.8346905668905,-2.053465340020125,-0.5678356650828209,-1.4856296749373041,42.74400183493503,12.773989570569125,493.0100036621094,496.80250244140626,499.92699951171875,445.29649932861327,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
6,2025-07-22 00:00:00+05:30,489.5,500.79998779296875,488.0,494.70001220703125,18751,0.0,0.0,2025-07-22,498.66500091552734,12.696960982665475,511.3619618981928,485.96803993286187,524.0589228808583,473.2710789501964,-51.27896546737006,-79.36960245711737,-18505240,35173.57874013807,51018.06206188835,404.43730410893596,43.6224540313505,492.76666259765625,497.5333251953125,484.73333740234375,505.566650390625,479.9666748046875,510.33331298828125,471.933349609375,-0.1895647378790156,-58.67768595041322,-1.183731375705122,-0.19642824634849484,-0.9873031293566271,45.94105380540713,13.542795875009299,495.4700012207031,498.66500091552734,499.76899963378906,443.80249938964846,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
7,2025-07-21 00:00:00+05:30,495.0,498.79998779296875,488.75,491.20001220703125,33933,0.0,0.0,2025-07-21,499.8100021362305,12.858494260966127,512.6684963971966,486.9515078752643,525.5269906581627,474.09301361429823,5.524958620109723,-64.46335333762458,-18486489,64367.53591270306,54979.18289232591,404.40372961952943,41.875601308626976,494.18332926432294,499.61665852864587,489.5666707356771,504.2333170572917,484.1333414713542,509.6666463216146,479.51668294270837,-0.18540899505789663,-40.49586776859504,-0.6825754509600301,0.05039753599066196,-0.7329729869506921,48.85714165827528,13.611756411046345,496.9100036621094,499.8100021362305,499.2589996337891,442.2434994506836,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
8,2025-07-18 00:00:00+05:30,498.45001220703125,502.0,491.54998779296875,502.0,14140,0.0,0.0,2025-07-18,500.92750091552733,13.379117853379846,514.3066187689071,487.5483830621475,527.685736622287,474.1692652087676,62.902596522733624,-39.058443909422195,-18452556,27009.120868814054,52632.09463723162,404.33897231922015,43.6565876490857,497.3333333333333,503.1166788736979,492.66666666666663,507.78334554036456,486.88332112630206,513.5666910807291,482.2166544596354,-0.19106174967640982,-30.016259450245386,-0.5722686162339414,0.23364078272833497,-0.8059093989622764,50.7328290269257,13.888325911776418,496.74000244140626,500.92750091552733,497.86299987792967,440.6229995727539,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
9,2025-07-17 00:00:00+05:30,499.0,505.75,492.04998779296875,492.04998779296875,14746,0.0,0.0,2025-07-17,501.73249969482424,13.702648291652537,515.4351479864767,488.02985140317173,529.1377962781294,474.32720311151917,100.51448027598704,-24.91366456285946,-18438416,28197.73359682291,59037.838079336005,404.31093248016026,38.77694810668751,498.93332926432294,505.8166707356771,492.11665852864587,512.6333414713542,485.2333170572917,519.5166829427084,478.4166463216146,-0.22836423509391854,-37.5886524822695,-0.7621456343417208,0.4351181324689041,-1.1972637668106247,51.022800719430364,13.841453574570728,494.64000244140624,501.73249969482424,495.86699951171875,438.9199993896484,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
10,2025-07-16 00:00:00+05:30,495.3999938964844,501.04998779296875,492.70001220703125,498.0,45926,0.0,0.0,2025-07-16,502.54749908447263,14.012803417060256,516.5603025015329,488.5346956674124,530.5731059185931,474.5218922503521,62.82792317973635,-36.46718977024315,-18453162,87187.46414015672,66747.86419996427,404.28150218849044,21.19430511975608,496.3833312988281,500.066650390625,491.7166748046875,504.7333068847656,488.0333557128906,508.4166259765625,483.36669921875,-0.2451126578417078,-75.82128804271981,-1.0478635593427157,0.7344340741715603,-1.782297633514276,49.26013079644496,13.731082982316835,494.86000366210936,502.54749908447263,493.96799926757814,437.1009994506836,TDPOWERSYS.BO,2025-07-29 12:10:43.091411
