Trading Day,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
1,2024-09-19 00:00:00+05:30,156.17999267578125,161.37349580328285,154.43238309181766,160.34663694344223,6240007,0.0,0.0,2024-09-19,160.9958297729492,3.5405006087842925,164.5363303817335,157.4553291641649,168.0768309905178,153.9148285553806,-84.97410628203234,-69.0734939684798,1040791158,8630077.606043002,9608909.020402621,145.00460792427594,46.51357027567296,157.32862385696058,160.2248646221035,153.2837519106383,164.26973656842577,150.38751114549538,167.1659773335687,146.3426391991731,-0.18486210392513674,-89.19404385306309,-0.778651077420875,-0.6343672646302068,-0.14428381279066826,44.31103986808852,11.748066441743111,161.13849792480468,160.9958297729492,162.3081253051758,162.89056671142578,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
2,2024-09-18 00:00:00+05:30,159.4975128173828,162.91377187476533,158.47066900545354,162.91377187476533,4224837,0.0,0.0,2024-09-18,161.90716018676758,4.461612765207655,166.36877295197525,157.44554742155992,170.8303857171829,152.98393465635226,-17.77590303540071,-28.25916642955733,1047031165,5967165.719346799,9853616.873992525,144.9941039707813,48.041517707627776,160.29398456586725,162.11730012628095,157.67419725696917,164.73708743517903,155.85088169655546,166.56040299559274,153.23109438765738,-0.16561816867406798,-69.1343187793014,-0.4531549999857134,-0.5982963114325397,0.1451413114468263,47.76024782826297,12.312860301358842,161.6973419189453,161.90716018676758,162.56108612060547,163.0117153930664,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
3,2024-09-17 00:00:00+05:30,162.21273803710938,164.2170849165823,160.50461608674894,162.0251530207133,6246845,0.0,0.0,2024-09-17,162.54696731567384,4.984711362065708,167.53167867773954,157.56225595360814,172.51639003980526,152.57754459154242,41.26727438540008,0.9432644580296039,1051256002,8973252.966882603,10825229.662653957,144.98486844254577,48.47529204237024,162.31147968014687,164.1183432735448,160.40587444371144,166.02394850998024,158.5990108503135,167.83081210337818,156.69340561387807,-0.0967090971823571,-52.71643159361434,-0.35628086933647296,-0.6345816392942462,0.2783007699577732,50.76653965984494,12.735859876730476,160.7988494873047,162.54696731567384,162.68628295898438,163.11449920654297,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
4,2024-09-16 00:00:00+05:30,161.52159118652344,168.83790397456065,161.18589370670776,167.65307959141984,6894987,0.0,0.0,2024-09-16,162.85650405883788,5.152262091061661,168.00876614989954,157.70424196777623,173.1610282409612,152.55197987671457,92.7310025295868,22.873878716314938,1045009157,9862074.11746242,11288223.836596794,144.96863229085213,49.8318352324734,163.84846295593061,166.51103220515347,158.85902193730058,171.5004732237835,156.19645268807773,174.16304247300636,151.2070116694477,-0.01157639485099576,-56.89552176235016,-0.49426297568535915,-0.7041568317836895,0.20989385609833033,50.02555702450489,12.714191214436818,160.41773071289063,162.85650405883788,162.81325714111327,163.2098779296875,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
5,2024-09-13 00:00:00+05:30,166.28065490722656,170.9310939947357,158.71750308827154,159.94183015322173,19634376,0.0,0.0,2024-09-13,162.75283203125,5.201164906691884,167.95399693794187,157.55166712455812,173.15516184463377,152.35050221786622,169.72589866696103,43.93783787410347,1051904144,28910996.157449167,11644761.266380386,144.95139567992553,51.51031920397306,165.30975066341128,171.90199823855102,159.68840733208685,177.52334156987544,153.09615975694712,184.11558914501518,147.4748164256227,0.06882878458701641,-28.119355900179606,-0.5953655587457547,-0.7566302958082719,0.1612647370625172,55.36309814275229,12.53092146553865,159.74633178710937,162.75283203125,162.96234802246093,163.28649688720702,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
6,2024-09-12 00:00:00+05:30,158.97421264648438,159.64562268113963,154.39288058750955,156.55519302583247,5674413,0.0,0.0,2024-09-12,162.00885925292968,5.709338296722372,167.71819754965205,156.29952095620732,173.42753584637444,150.59018265948492,-79.35309549272039,-68.71062984209055,1032269768,7988253.726266774,7328202.543613191,144.88796120243475,32.6471964553522,157.6709053050445,160.94893002257945,155.69618792894937,162.92364739867458,152.41816321141442,166.20167211620952,150.4434458353193,0.01894524989613,-67.8448024173655,-1.1844824813886419,-0.7969464800739011,-0.38753600131474075,47.352764341268205,12.333554043648316,158.44697265625,162.00885925292968,162.98801940917969,163.25134704589843,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
7,2024-09-11 00:00:00+05:30,155.0050506591797,161.0871532205316,154.42249906842366,158.3719237511543,5454872,0.0,0.0,2024-09-11,161.60157470703126,6.2061412074494875,167.80771591448075,155.39543349958177,174.01385712193024,149.18929229213228,-136.52101282266108,-84.45543798054962,1026595355,7487462.145339735,7163189.747949794,144.8758434433979,23.621579938277094,156.838234316045,159.25396956366635,152.5893154115584,163.50288846815295,150.17358016393706,165.9186237157743,145.92466125945046,-0.052792031167611705,-97.17697866268261,-1.2012100993751744,-0.700062479745216,-0.5011476196299585,42.11413668067448,12.115805699920948,159.6910430908203,161.60157470703126,163.11775817871094,163.31197067260743,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
8,2024-09-10 00:00:00+05:30,160.30714416503906,161.72893942313667,158.66812934996216,158.66812934996216,3175642,0.0,0.0,2024-09-10,161.52159881591797,6.305138401623383,167.82673721754136,155.21646041429457,174.13187561916473,148.9113220126712,-11.729025996458354,-38.889045057728545,1032050227,4508049.131474857,7082121.648602308,144.8674599456571,35.35680894574119,160.23473764604594,161.80134594212973,158.74053586895522,163.29554771922045,157.17392757287143,164.86215601530424,155.6797257957807,-0.052612827185744775,-77.74212478325404,-0.813524049420721,-0.5747755748377262,-0.23874847458299475,48.03990672192669,11.886980703064577,160.2419860839844,161.52159881591797,163.3632147216797,163.4196911621094,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
9,2024-09-09 00:00:00+05:30,158.1645965576172,159.77399203016728,155.5184740326015,159.45803080562672,4434292,0.0,0.0,2024-09-09,161.41990127563477,6.342052735618496,167.76195401125327,155.07784854001628,174.10400674687176,148.73579580439778,-111.8170192903879,-76.86680530844049,1028874585,6210660.537652299,7725639.7778841695,144.8600170061287,43.266912857492954,157.819020873462,160.1195677143225,155.8640497167567,162.07453887102778,153.5635028758962,164.3750857118883,151.60853171919092,-0.04141283197908268,-87.70074710908521,-0.8270181784739918,-0.5150884561919775,-0.3119297222820143,45.14604301132163,12.495245166706317,159.90826110839845,161.41990127563477,163.44536285400392,163.4684666442871,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
10,2024-09-06 00:00:00+05:30,159.7838592529297,165.8659771977318,158.9841031234533,165.8659771977318,5145067,0.0,0.0,2024-09-06,161.42138214111327,6.341256025826642,167.76263816693992,155.08012611528662,174.10389419276655,148.73887008946,-7.48240905938495,-25.63863028466829,1033308877,7279946.155705579,8104384.587942136,144.85105526452764,56.56049766907102,161.54464652470494,164.10518992595658,157.22331585167808,168.42652059898344,154.66277245042644,170.98706400023508,150.34144177739958,-0.05830450089598719,-85.0121277421608,-0.6207556978419575,-0.43710602562147394,-0.18364967222048356,46.98549526117115,12.676259627080128,160.05636291503907,161.42138214111327,163.56720245361328,163.6082762145996,IBULHSGFIN.NS,2024-09-20 10:49:36.027551
