Latest Date,Latest Open,Latest High,Latest Low,Latest Close,Latest Volume,Latest Dividends,Latest Stock Splits,Latest date_only,Latest RollingMean,Latest RollingStd,Latest UpperBand1,Latest LowerBand1,Latest UpperBand2,Latest LowerBand2,Latest CCI_10,Latest CCI_40,Latest OBV,Latest VPT,Latest VPT_signal,Latest VWAP,Latest MFI_14,Latest PP,Latest R1,Latest S1,Latest R2,Latest S2,Latest R3,Latest S3,Latest CMF,Latest %R,Latest macd,Latest macd_signal,Latest macde_histogram,Latest rsi,Latest ADX,Latest sma_5,Latest sma_20,Latest sma_50,Latest sma_100,Latest symbol,Latest created_on,Latest PP_previousday,Latest R1_previousday,Latest S1_previousday,Latest R2_previousday,Latest S2_previousday,Latest R3_previousday,Latest S3_previousday,Close_change_1d,Volume_change_1d,Close_change_5d,Volume_change_5d,Close_change_10d,Volume_change_10d,Close_change_1m,Volume_change_1m,Close_change_3m,Volume_change_3m,Close_change_6m,Volume_change_6m,Close_change_1y,Volume_change_1y,macd_change_1y,macd_signal_change_1y,CCI_10_change_1y,CCI_40_change_1y,OBV_change_1y,VPT_change_1y,VPT_signal_change_1y,VWAP_change_1y,MFI_14_change_1y,rsi_change_1y,ADX_change_1y,sma_5_change_1y,sma_20_change_1y,sma_50_change_1y,sma_100_change_1y,std_1M,std_3M,std_6M,std_1Y,symbol
2025-10-08 18:30:00,48.9900016784668,48.9900016784668,47.2400016784668,47.790000915527344,1853,0.0,0.0,2025-10-09,51.65049991607666,1.7921563540084102,53.442656270085074,49.85834356206825,55.23481262409348,48.066187208059844,-149.98605797561376,-212.91947846415758,219291,4825.47620466566,14306.765689642854,64.54983028908295,17.460712279188726,48.00666809082031,48.77333450317383,47.02333450317383,49.75666809082031,46.25666809082031,50.52333450317383,45.27333450317383,-0.2823007939513261,-91.98251466518231,-1.4901125084795979,-1.2041761527441204,-0.2859363557354775,21.208879964285146,25.04014007276826,49.066000366210936,51.65049991607666,54.20999992370606,59.18589996337891,21STCENMGM.NS,2025-10-09 10:50:16.731940,48.75,49.400001525878906,47.5099983215332,50.6400032043457,46.8599967956543,51.29000473022461,45.6199951171875,-0.77,-69.21,-6.46,-27.33,-8.06,-7.63,11.93,231.3,26.93,431.35,52.88,38.86,114.81,81.6,-0.5673030443329026,-0.2039361665387711,-48.921651061932195,-123.7999872201595,-28866,-856.4412515445883,867.025667272097,-0.19333501679153642,-33.854354095339026,-15.00628134441871,11.484395909287507,-3.5539985656738295,-1.5394996643066392,-1.7815998840331986,-1.8655998611450144,1.813807851858682,3.3758694811751084,7.97544947861553,18.793540455971463,21STCENMGM.NS
2025-10-08 18:30:00,1093.800048828125,1093.800048828125,1076.5,1084.4000244140625,283732,0.0,0.0,2025-10-09,1057.1100006103516,30.12731812751573,1087.2373187378673,1026.9826824828358,1117.364636865383,996.8553643553201,114.73272458396568,84.85408558332742,34777021,614890.1650349647,1535857.707490115,952.3518312096774,43.82668438205746,1084.9000244140625,1093.300048828125,1076.0,1102.2000732421875,1067.5999755859375,1110.60009765625,1058.699951171875,-0.0076243021579188545,-19.63303892752891,1.3496603851554028,-4.515061394373162,5.864721779528565,57.829797931923736,18.054622757671577,1070.1400146484375,1057.1100006103516,1055.4840051269532,1088.671000366211,360ONE.NS,2025-10-09 10:50:18.339719,1085.2666829427083,1105.8334147135415,1064.7333170572915,1126.3667805989583,1044.1665852864583,1146.9335123697915,1023.6332194010415,-0.08,-82.2,4.62,-52.2,5.64,-75.5,-3.73,188.78,10.11,60.7,-13.96,908.32,-7.43,257.35,6.238387970723807,-1.9673199912605512,261.2331345930595,211.13036523047228,2048730,-1760805.7368668225,-342844.19979124516,1.6233063804781978,-4.98708250421538,17.091528624593877,-0.41503385363173706,14.260009765625,3.684994506835892,-22.005997314452998,8.423000488281332,29.157752513829948,53.12796813860744,78.41007681606709,99.59145689365272,360ONE.NS
2025-10-08 18:30:00,19.600000381469727,19.700000762939453,19.049999237060547,19.1200008392334,497563,0.0,0.0,2025-10-09,22.445188426971434,1.6599618775305478,24.105150304501983,20.785226549440885,25.76511218203253,19.125264671910337,-150.25229661404717,-253.9542012665399,95191782,244246.59284277578,324173.42125816614,40.390974173271616,13.991903395359373,19.290000279744465,19.530001322428383,18.879999796549477,19.94000180562337,18.63999875386556,20.18000284830729,18.22999827067057,-0.3297890440405618,-98.72004346851097,-0.8780969811581656,-0.5195721566123753,-0.35852482454579027,25.274185468425955,24.620559276228718,20.440000152587892,22.445188426971434,22.842275428771973,23.851237773895264,3IINFOLTD.NS,2025-10-09 10:50:20.310498,19.730000178019207,19.960000356038414,19.370000203450523,20.320000330607098,19.140000025431316,20.550000508626304,18.780000050862633,-2.45,-36.38,-11.4,60.07,-17.12,59.18,21.29,-75.98,24.48,-26.46,15.01,18.16,59.15,29.71,-0.8863904976756416,-0.6135135992314596,-61.276598379240795,-228.0703202174787,-4158313,59110.96623875448,80525.12066882255,-0.1984251833782622,-34.68380843443459,-18.92404033067222,-2.895929661898485,-2.8753795623779297,-1.0637726783752441,-0.6721091079711918,-0.2843545341491698,1.6404056359667507,1.2522310838511486,1.3606611313955865,2.8296348754767733,3IINFOLTD.NS
2025-10-08 18:30:00,29205.0,29370.0,28995.0,29265.0,1835,0.0,0.0,2025-10-09,29704.75,668.5185408597092,30373.26854085971,29036.23145914029,31041.78708171942,28367.71291828058,54.84330484330614,-110.14101350561192,66598,1803.3474708420113,2750.023761896995,31590.020687802087,20.4590631294911,29210.0,29425.0,29050.0,29585.0,28835.0,29800.0,28675.0,-0.2126394135796987,-71.5099715099715,-344.42239782729666,-332.4030637847365,-12.01933404256016,42.00224125809811,21.052679867724713,29207.0,29704.75,30383.9,29712.59978515625,3MINDIA.NS,2025-10-09 10:50:22.040154,29138.333333333332,29366.666666666664,28971.666666666664,29533.333333333332,28743.333333333332,29761.666666666664,28576.666666666664,0.22,15.26,0.45,-31.02,-0.37,-72.39,5.35,459.95,-0.23,63.0,2.07,474.33,17.33,144.31,-136.26945227850229,-262.713588458519,195.2924048372863,143.24324052411498,-3054,-4752.563244117182,-1740.301200347707,-26.629673627448938,-18.464131648707856,7.958323433893881,5.045249098499127,-688.0,-807.5,-217.96523437499854,24.4562890624984,700.9670191276919,778.2316662378623,974.0632941991026,1964.0420899240983,3MINDIA.NS
2025-10-08 18:30:00,349.5,354.0,345.0,345.25,24767,0.0,0.0,2025-10-09,357.41750183105466,9.076566063453239,366.4940678945079,348.3409357676014,375.57063395796115,339.2643697041482,-46.11472379696863,-134.06327472024964,412661,20515.37188203402,13100.26025602495,518.5399642909164,32.76397245987522,348.0833333333333,351.16666666666663,342.16666666666663,357.0833333333333,339.0833333333333,360.16666666666663,333.16666666666663,-0.34406124882429084,-87.12121212121212,-5.334394132630962,-4.815009087957726,-0.5193850446732355,36.199097266006035,20.47526937486606,349.8299987792969,357.41750183105466,364.99000061035156,384.6435000610352,5PAISA.NS,2025-10-09 10:50:23.985576,348.59999593098956,352.19999186197913,344.04999796549475,356.74998982747394,340.4500020345052,360.3499857584635,335.9000040690104,-0.69,57.53,-1.13,198.69,-4.63,39.11,7.81,-71.54,15.64,66.57,9.65,6.59,52.41,41.71,-3.0391556805387268,-2.2298202007178345,47.566182969552415,-67.68185667523802,-77603,5052.204442592169,910.3817214659903,-0.5391681752461182,-25.816263932483814,-5.535581839996603,3.768441048122373,-14.3800048828125,-6.877499389648449,-8.807999267578111,-2.5769998168944994,9.504386216294973,15.644874796921805,21.182764954259984,56.642678714827504,5PAISA.NS
2025-10-08 18:30:00,861.0,863.25,847.0499877929688,849.4500122070312,54080,0.0,0.0,2025-10-09,895.319091796875,34.354061036046076,929.6731528329211,860.9650307608289,964.0272138689671,826.6109697247829,-70.12522694781013,-160.21422874128416,33799206,183946.7410614179,316220.5718605609,645.5726648899777,29.28525843433745,853.25,859.4500122070312,843.25,869.4500122070312,837.0499877929688,875.6500244140625,827.0499877929688,-0.4055338036485017,-85.70771128560197,-20.999241667331944,-18.96639963145502,-2.032842035876925,36.02204910148485,15.788411770180042,865.1499877929688,895.319091796875,928.2414672851562,939.1598315429687,63MOONS.NS,2025-10-09 10:50:25.922601,863.4666544596354,871.8333333333333,849.2332967122395,886.0666910807291,840.8666178385416,894.433369954427,826.6332600911458,-0.95,-24.23,-0.37,-54.87,-7.2,-57.23,10.52,901.05,26.88,335.67,-12.36,323.39,-54.0,813.15,-12.12103934771983,-8.907215732692823,36.37763368191699,-93.47130683216845,-318733,-279470.38043359347,-125621.77004719968,1.6480947878297911,-31.453906936817503,-6.2713107699877355,-5.662272074176043,-56.56999511718743,-28.230664062499955,-39.05441772460938,14.877367553710883,34.7396021113508,66.69763508040222,116.40337099806321,157.1777795167335,63MOONS.NS
2025-10-08 18:30:00,18.399999618530273,18.399999618530273,18.1200008392334,18.399999618530273,56115,0.0,0.0,2025-10-09,18.131500053405762,0.6523823656225596,18.783882419028323,17.4791176877832,19.43626478465088,16.826735322160644,88.00003477155788,-42.82824644382471,24811074,108685.89248356062,138530.70753399594,17.936889234916396,64.484854357606,18.30666669209798,18.493332544962563,18.213333765665688,18.586665471394856,18.026667912801106,18.773331324259438,17.933334986368813,,-22.169860124823323,-0.3442584746442954,-0.46170244296732893,0.11744396832303355,49.4741530536711,14.302456369234735,18.1,18.131500053405762,19.167399978637697,19.22300003051758,A2ZINFRA.NS,2025-10-09 10:50:27.510887,18.519999821980793,18.549999872843422,18.45999972025553,18.609999974568684,18.429999669392902,18.640000025431313,18.36999956766764,-0.49,-60.58,7.1,-7.16,0.82,-49.06,8.1,-52.49,8.53,452.7,-20.16,327.64,-3.21,330.47,0.07727243044782739,-0.18085475684154345,179.33224251413196,69.98802034539938,32452,-102935.34435854446,-58400.97364645213,-0.000576785507170996,37.17287632199374,9.439095909534274,2.4280011973409668,-0.1420001983642578,-1.273999881744384,-0.7216000366210906,0.41010001182556266,0.7740638495850056,1.4343847533658953,2.442266813343798,2.772294646643121,A2ZINFRA.NS
2025-10-08 18:30:00,96.5199966430664,96.5199966430664,96.5199966430664,96.5199966430664,41516,0.0,0.0,2025-10-09,87.08149948120118,13.766497656946374,100.84799713814755,73.31500182425481,114.61449479509392,59.54850416730843,11.557908691652042,137.691041485497,15395801,72199.6019844444,1153741.960272797,98.32432225018704,93.05947310244706,96.5199966430664,96.5199966430664,96.5199966430664,96.5199966430664,96.5199966430664,96.5199966430664,96.5199966430664,,-65.92086117762999,6.075012729886041,3.6103991467711287,2.464613583114912,55.82226994275934,33.49079326590013,108.34599914550782,87.08149948120118,83.65599105834961,84.26148590087891,AAATECH.NS,2025-10-09 10:50:29.344123,101.5999984741211,101.5999984741211,101.5999984741211,101.5999984741211,101.5999984741211,101.5999984741211,101.5999984741211,-5.0,-50.26,10.01,-92.52,18.5,-83.53,-17.65,197.43,-16.73,-87.57,-23.5,-41.43,33.56,165.7,6.440090446081086,4.280335114193106,-113.97951568340808,158.64269836943447,2204894,-297783.10378358595,1054244.4815502951,1.2333767365746553,14.1003236929255,0.696176741251719,15.995919531769484,28.63799896240235,7.584999084472656,0.9140965270996162,1.4115828704834001,13.28470135053203,8.727774337248349,6.909469088484594,15.142766604091706,AAATECH.NS
2025-10-08 18:30:00,9.5,9.539999961853027,9.1899995803833,9.229999542236328,59410,0.0,0.0,2025-10-09,9.746000003814697,0.2914825762978851,10.03748258011258,9.454517427516812,10.328965156410467,9.163034851218926,-78.44534431328303,-145.6712706721773,20054610,92160.38493822853,132877.32125565148,11.347974427639414,22.776330523167417,9.319999694824219,9.449999809265137,9.09999942779541,9.670000076293945,8.969999313354492,9.800000190734863,8.749999046325684,-0.21802695464194313,-86.17892797662799,-0.23299159165390293,-0.18584534444877013,-0.0471462472051328,28.308334893917888,21.182720905786823,9.32800006866455,9.746000003814697,10.096799983978272,9.921099967956543,AAKASH.NS,2025-10-09 10:50:31.015548,9.433333396911621,9.646666526794434,9.176667213439941,9.903332710266113,8.963334083557129,10.116665840148926,8.70666790008545,-1.7,-13.51,-3.55,40.55,-7.61,-45.45,9.32,11.75,8.88,144.78,-4.55,281.59,30.23,370.87,-0.13117118676570527,-0.10254857618372804,92.60747439025822,-56.176889228684004,-688978,-90685.15959107105,-9007.558853622642,-0.007630464592452313,2.262253127761525,-14.157076442693096,12.585968308370534,-0.6539999008178707,-0.38950004577636754,-0.1113999748229979,0.13599999904632654,0.2978570722354561,0.40669115321919824,1.1219672397171427,1.1764274285985603,AAKASH.NS
2025-10-08 18:30:00,82.0,82.0,81.33999633789062,81.33999633789062,9846,0.0,0.0,2025-10-09,78.19950065612792,4.529510823647609,82.72901147977554,73.66998983248031,87.25852230342315,69.1404790088327,14.4324140708181,105.17699976030636,7447479,17976.961114662252,94149.59979335376,58.91743217474429,81.03222472466311,81.55999755859375,81.77999877929688,81.1199951171875,82.22000122070312,80.89999389648438,82.44000244140625,80.45999145507812,0.4733067633626498,-24.18185147372159,3.505761477636625,3.433867309881572,0.07189416775505286,61.75475756341934,21.255164443513245,82.88199920654297,78.19950065612792,70.96980033874512,66.06780033111572,AAREYDRUGS.NS,2025-10-09 10:50:32.966137,83.04333241780598,83.76666514078775,82.27666727701822,84.53333028157552,81.55333455403645,85.25666300455728,80.78666941324869,-2.0,-45.65,-3.05,-74.95,5.38,-87.44,-11.27,447.36,-12.71,558.45,-35.33,841.05,-22.84,135.51,0.5721331065065556,1.1977694576363054,-56.472627767334686,-55.19487468488745,466857,-117813.33708814853,-32704.63022060829,0.4913422961789067,-1.3378224599797761,-4.1235373587965185,-1.9877398252032314,5.483998107910153,7.199999809265137,3.02359985351562,2.790199928283691,4.631518121543704,6.5835479382145605,8.996963048010013,10.958817513836696,AAREYDRUGS.NS
